id_v21,classe_triagem_original,titulo,autores,ano,doi,arquivo_pdf,sha256_pdf,paginas_pdf,desenho_assistido,setor_assistido,mecanismos_assistidos,camadas_assistidas,pagina_evidencia_assistida,trecho_evidencia_assistida,decisao_assistida_integral,justificativa_assistida,qualidade_jbi_casp,cerqual,limitacoes_assistidas,decisao_final_autor,justificativa_final_autor,pagina_decisao_final,data_validacao_autor,decisao_proposta_assistida,justificativa_proposta_assistida,status,objeto_direto_semantico,contexto_regulado_semantico,contribuicao_substantiva_semantico,pontuacao_semantica,decisao_semantica_automatizada,justificativa_semantica_automatizada
NEW-0513,,The Role of AI in Hospitals and Clinics: Transforming Healthcare in the 21st Century,Shiva Maleki Varnosfaderani; Mohamad Forouzanfar,2024,10.3390/bioengineering11040337,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0513.pdf,2319e665b94c650b3b80abaebd3d60eeab33f39673019c2dad53881c00f7899e,38,estudo empírico (confirmar desenho),saúde; finanças; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,3,"g patterns in disease progression, AI can forecast potential complications, enabling healthcare professionals to devise preemptive strategies. This is particularly important in chronic diseases like diabetes, where AI can predict potential risks, such as kidney failure or vision loss, by analyzing blood sugar levels, lifestyle factors, and treatment responses over time [17]. AI algorithms can be broadly categorized into machine learning, deep learning, and natural language processing, each with unique strengths and applications: 1. Machine learning (ML): ML algorithms learn from data to make predictions or deci- sions without being explicitly programmed fo",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15",7,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=3.
NEW-0515,,Advances in Precision Diagnostics and Personalized Therapeutics for Prostate Cancer: An Integrated Precision Continuum from Risk-Adapted Detection to Biomarker-Directed Therapy and Dynamic Monitoring.,"Noro T, Utsumi T, Ikeda R, Sugimoto T, Ishitsuka N, Kadono Y, Suzuki Y, Iijima S, Sugizaki Y, Somoto T, Oka R, Endo T, Kamiya N, Suzuki H.",2026,10.3390/cancers18121909,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0515.pdf,d6830c8b2db1e44b4cdc22010b79623af83cf2d9d2dc30df174b09b28ba49bd7,16,revisão/survey,saúde; educação,observabilidade/monitoramento; supervisão/escalonamento; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; regulatória; evolutiva,1,"cess article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. Review Advances in Precision Diagnostics and Personalized Therapeutics for Prostate Cancer: An Integrated Precision Continuum from Risk-Adapted Detection to Biomarker-Directed Therapy and Dynamic Monitoring Takahide Noro 1 , Takanobu Utsumi 1,* , Rino Ikeda 1,2 , Tatsuharu Sugimoto 2,3 , Naoki Ishitsuka 1,2 , Yodai Kadono 2,4 , Yuta Suzuki 1, Shota Iijima 1, Yuka Sugizaki 1, Takatoshi Somoto 1, Ryo Oka 1, Takumi Endo 1, Naoto Kamiya 1 and Hiroyoshi Suzuki 1 1 Department of Urology, Toho University Sakura Medical Center, Sakura 285-8741, Japan; ta",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",excluir_contextual,Não foi demonstrado tratamento substantivo de LLMs ou sistemas conversacionais; ocorrências isoladas ou referências gerais a IA foram mantidas apenas para rastreabilidade contextual. objeto_direto_titulo=false; paginas_objeto=0; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15,1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0520,,"Artificial intelligence in college students' mental health education: opportunities, challenges, and strategic responses.","Wang R, Sun X, Sun Y, Wang J.",2026,10.3389/fpsyg.2026.1794568,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0520.pdf,e073da716873f196afd01ee6c5fc53ba0a1f0f4dc27af8e6cab11902aa794ded,13,revisão/survey,saúde; governo; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"portunity domains: personalized support for self-regulation and mental health learning, AI-assisted early awareness and prevention, and expanded accessibility and institutional reach. It also highlights key challenges related to ethical governance and privacy, accuracy and reliabil- ity, and digital divide and inclusivity issues. In response, the review emphasizes the need to strengthen ethical frameworks, improve system reliability and cul - tural responsiveness, and promote digital and AI literacy within higher education. Overall, current evidence suggests that AI can serve as a valuable complement to professional services and human-centered educational",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=13",2,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0521,,Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable Claims,Miles Brundage; Shahar Avin; Jasmine Wang; Haydn Belfield; Gretchen Krueger; Gillian K. Hadfield; Heidy Khlaaf; Jingying Yang; Helen Toner; Ruth Fong; Tegan Maharaj; Pang Wei Koh; Sara Hooker; Jade Leung; Andrew Trask; Emma Bluemke; Jonathan Lebensold; Cullen O’Keefe; Mark Koren; Théo Ryffel; JB Rubinovitz; Tamay Besiroglu; Federica Carugati; Jack A. Clark; Peter Eckersley; Sarah Haas; Maritza Johnson; Ben Laurie; Alex Ingerman; Igor Krawczuk; Amanda Askell; Rosario Cammarota; Andrew J. Lohn; David Krueger; Charlotte Stix; Peter Henderson; Logan Graham; Carina Prunkl; Bianca Martin; Elizabeth Seger; Noa Zilberman; Seán Ó hÉigeartaigh; Frens Kroeger; Girish Sastry; Rebecca Kagan; Adrian Weller; Brian Tse; Elizabeth A. Barnes; Allan Dafoe; Paul Scharre; Ariel Herbert-Voss; Martijn Rasser; Shagun Sodhani; Carrick Flynn; Thomas Krendl Gilbert; Lisa Dyer; Saif Khan; Yoshua Bengio; Markus Anderljung,2020,10.48550/arxiv.2004.07213,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0521.pdf,f8ecf4135926ec8f5216e812786df78aa111492c39b89b0198a3316d8ee5b814,80,estudo empírico (confirmar desenho),governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"n Rasser 25, Shagun Sodhani 4,27, Carrick Flynn 8, Thomas Krendl Gilbert 26, Lisa Dyer 7, Saif Khan 8, Yoshua Bengio4,27, Markus Anderljung 12 1OpenAI, 2Leverhulme Centre for the Future of Intelligence, 3Centre for the Study of Existential Risk, 4Mila, 5University of T oronto, 6Adelard, 7Partnership on AI, 8Center for Security and Emerging T echnology , 9University of Oxford, 10Stanford University ,11Google Brain, 12Future of Humanity Institute, 13Stanford Centre for AI Safety , 14École Normale Supérieure (Paris), 15Remedy .AI, 16University of Cambridge, 17Center for Advanced Study in the Behavioral Sciences, 18Google Research, 19École Polytechnique Fédéra",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=2; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15",21,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0522,,"Agentic AI: a comprehensive survey of architectures, applications, and future directions",Mohamad Abou Ali; Fadi Dornaika; Jinan Charafeddine,2025,10.1007/s10462-025-11422-4,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0522.pdf,cbe7149dfaa67fa964ada38869007b4f1a0b8788fd059342f8253fffe6b1bf8a,46,revisão/survey,saúde; finanças; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"and architec- tural principles defining each paradigm; (2) domain-specific implementations in healthcare, finance, and robotics, demonstrating how application constraints dic- tate paradigm selection; and (3) paradigm-specific ethical and governance chal- lenges, revealing divergent risks and mitigation strategies. Our analysis reveals that the choice of paradigm is strategic: symbolic systems dominate safety-critical domains (e.g., healthcare), while neural systems prevail in adaptive, data-rich en- vironments (e.g., finance). Furthermore, we identify critical research gaps, includ- ing a significant deficit in governance models for symbolic systems and a pres",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15",2,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0524,,Unveiling the dynamics of AI applications: A review of reviews using scientometrics and BERTopic modeling,Raghu Raman; Debidutta Pattnaik; Laurie Hughes; Prema Nedungadi,2024,10.1016/j.jik.2024.100517,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0524.pdf,d2b68d5801b21ea8b942dd979634ce252534e08a12cd3fd46cbbebe2cc27efa9,19,revisão/survey,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,3,"red the synthesis of machine learning models for diagnostic accuracy. Finally, the challenge of mitigating bias in AI decision-making was explored by Sun et al. (2019) and Pagano et al. (2023), who addressed critical issues of fairness and accountability in AI systems by proposing strategies for identifying and reducing biases in AI algorithms. Despite the extensive coverage of AI applications through individ- ual review articles, there remains a signi ﬁcant opportunity to synthe- size these diverse insights into a comprehensive overview. The concept of a “review of reviews ” or meta-review has been effectively employed in other disciplines to consolidate ﬁndings, i",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=4; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=12",2,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=3.
NEW-0527,,"Operationalizing and Implementing Pretrained, Large Artificial Intelligence Linguistic Models in the US Health Care System: Outlook of Generative Pretrained Transformer 3 (GPT-3) as a Service Model",Emre Sezgın; Joseph Sirrianni; Simon Lin Linwood,2022,10.2196/32875,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0527.pdf,0b07b7857110909705298ff230147aa1624ce43ac3ae518a52617f6e46b08f5e,7,revisão/survey,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"erating costs, (3) model biases, and (4) evaluation metrics. In addition, we outline the following three major operational factors that drive the adoption of GPT-3 in the US health care system: (1) ensuring Health Insurance Portability and Accountability Act compliance, (2) building trust with health care providers, and (3) establishing broader access to the GPT-3 tools. This viewpoint can inform health care practitioners, developers, clinicians, and decision makers toward understanding the use of the powerful artificial intelligence tools integrated into hospital systems and health care. (JMIR Med Inform 2022;10(2):e32875) doi: 10.2196/32875 KEYWORDS natural langua",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=13",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0529,,Understanding accountability in algorithmic supply chains,Jennifer Cobbe; Michael Veale; Jatinder Singh,2023,10.1145/3593013.3594073,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0529.pdf,fad0d945f5c1a66f54ad04e8671e970e0ec50aac455433cebaebd1b57c48e30a,13,estudo empírico (confirmar desenho),finanças; governo; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"Understanding accountability in algorithmic supply chains Jennifer Cobbe University of Cambridge United Kingdom Michael Veale University College London United Kingdom Jatinder Singh University of Cambridge United Kingdom ABSTRACT Academic and policy proposals on algorithmic accountability often seek to understand algorithmic systems in their socio-technical context, recognising that they are produced by ‘many hands’. In- creasingly, however, al",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",excluir_contextual,Não foi demonstrado tratamento substantivo de LLMs ou sistemas conversacionais; ocorrências isoladas ou referências gerais a IA foram mantidas apenas para rastreabilidade contextual. objeto_direto_titulo=false; paginas_objeto=1; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=13,11,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0535,,HAMAgent: human assisted multiagent system for emotion recognition and digital health-a survey and preliminary study.,"Li Y, Sun Q, Xue J, Javadov A, Milling M, Zhang W, Kainz B, Schuller BW.",2026,10.3389/fdgth.2026.1803433,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0535.pdf,00d2764466dfb2b3d5251de68e42885e52bc8e1e96f22196546b182678cecd8c,11,revisão/survey,saúde; finanças; jurídico/regulatório,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"ed with the ability to compr ehend and act upon human values [ 4 ]. Despite these concerns, there is increasing interes t in lev eraging AI including LLMs within digital health, pr ovi ded that their use is carefully contr olled to av oid risks such as privacy leakage or inappr opriate substitu tion for clinicians [ 5 ]. When deployed responsib ly, LLMs offer sever al potential benefits: they can genera te suggestions informed by large-scale tra ining data, support more holistic assessments, and str eamline clinical workflows, for exa mple by assis ting with medical reports. How ever, two major challenges remain in the utilisat ion of LLMs for digital",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=14",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0540,,Adolescents & Anthropomorphic AI: Rethinking Design for Wellbeing An Evidence-Informed Synthesis for Youth Wellbeing and Safety,Mathilde Neugnot-Cerioli,2026,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0540.pdf,2304a899e4bac89af6a779163e91349ccd0e08d18e3357760ae948fedf473917,29,revisão/survey,saúde; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"s the gap between developmental science and industry practice through consultations, a behavioral framework, and global policy dialogue. It identifies non- negotiable guardrails and highlights the role of anthropomorphism as adesignleverforriskmitigation, ensuringsystemssupportadolescents’ autonomy and skill development. Contributors This report benefited from insights, feedback, and discussions with the fol- lowing contributors. Adrien Abécassis, Chief Policy Officer, Paris Peace Forum; Kate Blocker, Ph.D., Director of Research and Programs, Children & Screens; Maxime De- rian, Ph.D., Research Associate, (C2DH), Université du Luxembourg; Sara M.Grimes, Ph",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0542,,Challenges and efforts in managing AI trustworthiness risks: a state of knowledge,Nineta Polemi; Isabel Praça; Kitty Kioskli; Adrien Bécue,2024,10.3389/fdata.2024.1381163,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0542.pdf,487a005eec0f0bab075ffda699d808c4208a0336649829d68bbbf0a652e5d16b,14,estudo empírico (confirmar desenho),saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"/two.tnum/four.tnum PUBLISHED /zero.tnum/nine.tnum May /two.tnum/zero.tnum/two.tnum/four.tnum CITATION Polemi N, Praça I, Kioskli K and B ´ecue A (/two.tnum/zero.tnum/two.tnum/four.tnum) Challenges and eﬀorts in managing AI trustworthiness risks: a state of knowledge. Front. Big Data /seven.tnum:/one.tnum/three.tnum/eight.tnum/one.tnum/one.tnum/six.tnum/three.tnum. doi: /one.tnum/zero.tnum./three.tnum/three.tnum/eight.tnum/nine.tnum/fdata./two.tnum/zero.tnum/two.tnum/four.tnum./one.tnum/three.tnum/eight.tnum/one.tnum/one.tnum/six.tnum/three.tnum COPYRIGHT © /two.tnum/zero.tnum/two.tnum/four.tnum Polemi, Praça, Kioskli and B´ecue. This is an open-access art",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=4; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15",8,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0545,,RESEARCH ON SOFTWARE DEVELOPMENT SCENARIOS FROM REAL INDUSTRIAL EXPERIENCE,M. Lyashkevych,2026,10.70286/isu-18.03.2026.033,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0545.pdf,fa3509f3379b32debda74833b6bc2588669d795655537ed47235cfea4acc3a52,5,estudo empírico (confirmar desenho),governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"pment methodology, the architectural design, the development methods, team collaboration, available resources, and environmental uncertainties. The more complex, adaptable, and intelligent the software, the more variable, iterative, and risk-sensitive its development scenario becomes. The existing literature clearly shows that the traditional SDLC in its “pure” form is no longer suitable for software development aimed at AI with machine learning (ML) and large language models (LLM): in addition to the usual phases of requirements analysis, design, implementation, testing, deployment, and maintenance, separate domains are needed to address issues re",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0547,,Positive sentiments in early academic literature on DeepSeek: a cross-disciplinary mini review.,"He Y, Giangan A, Vu N, Watters C.",2025,10.3389/frai.2025.1725853,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0547.pdf,de3631d942eb5e6656e6cede0f22d9e3587fe6bd71cad7c1a6785266805f60e7,8,estudo empírico (confirmar desenho),saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,2,"2024; Open Source Initiative O. S. I, 2024; Bansemer and Miller, 2025). This self-hosting capacity offers significant privacy advantages, especially for institutional users, developers, and enterprises seeking greater control over data governance and customization. Although the model cannot be considered fully open source since its training data have not been made entirely available, the data weights are downloadable. They can, therefore, be run locally, allowing users to protect their own data ( Gibney and Pachocki, 2025 ) something important as companies increasingly rely on data in decision making and disclosure (Wan and Watters, 2021; Abdullah et a",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=12",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=2.
NEW-0548,,Artificial intelligence risk management framework :,,2024,10.6028/nist.ai.600-1,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0548.pdf,6e73620ab6b64e90ef2c04bf0e0d6246185a2f4b1b13cab0df494496cff89b6a,64,estudo empírico (confirmar desenho),saúde; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,NIST Trustworthy and Responsible AI NIST AI 600-1 Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile This publication is available free of charge from: https://doi.org/10.6028/NIST.AI.600-1,incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15",3,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
