"id_estudo","titulo","autores","ano","doi","decisao_final","classificacao","proveniencia_tecnica","duplicata_de","arquivo_pdf","pagina_evidencia","corpus"
"CAND-001186__f34f703d","Research Challenges with developing and deploying AI models and applications in industrial systems","Sudhi Sinha; Young M. Lee","2024","10.1007/s44163-024-00151-2","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001186__f34f703d.pdf","1","corpus_analitico_unico_tratado"
"CAND-001187__5168c21d","AI chatbots in programming education: guiding success or encouraging plagiarism","Gökhan Akçapınar; Elif Sidan","2024","10.1007/s44163-024-00203-7","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001187__5168c21d.pdf","1","corpus_analitico_unico_tratado"
"CAND-001191__21ba785e","AI hype as a cyber security risk: the moral responsibility of implementing generative AI in business","Declan Humphreys","2024","10.1007/s43681-024-00443-4","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001191__21ba785e.pdf","1","corpus_analitico_unico_tratado"
"CAND-001192__67b84ea6","Right to be forgotten in the Era of large language models: implications, challenges, and solutions","Dawen Zhang; Pamela Finckenberg-Broman; Thong Hoang; Shidong Pan; Zhenchang Xing; Mark Staples; Xiwei Xu","2024","10.1007/s43681-024-00573-9","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001192__67b84ea6.pdf","3","corpus_analitico_unico_tratado"
"CAND-001198__717c90f5","Systematic literature review on bias mitigation in generative AI","Juveria Afreen; Mahsa Mohaghegh; Maryam Doborjeh","2025","10.1007/s43681-025-00721-9","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001198__717c90f5.pdf","1","corpus_analitico_unico_tratado"
"CAND-001199__93ed631a","AI chatbots not yet ready for clinical use","Joshua Au Yeung; Zeljko Kraljevic; Akish Luintel; Alfred Balston; Esther Idowu; Richard J. Dobson; James T. Teo","2023","10.3389/fdgth.2023.1161098","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001199__93ed631a.pdf","1","corpus_analitico_unico_tratado"
"CAND-001200__575d2c36","Use of large language model-based chatbots in managing the rehabilitation concerns and education needs of outpatient stroke survivors and caregivers","Jin Rui Edmund Neo, Joon Sin Ser, San San Tay","2024","10.3389/fdgth.2024.1395501","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001200__575d2c36.pdf","1","corpus_analitico_unico_tratado"
"CAND-001201__476c8398","Large language models in real-world clinical workflows: a systematic review of applications and implementation","Yaara Artsi, Vera Sorin, Benjamin S. Glicksberg, Panagiotis Korfiatis, Girish N. Nadkarni, Eyal Klang","2025","10.3389/fdgth.2025.1659134","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001201__476c8398.pdf","1","corpus_analitico_unico_tratado"
"CAND-001202__5c7e0c42","Balancing risks and benefits: clinicians' perspectives on the use of generative AI chatbots in mental healthcare","Lyndsey Hipgrave, Jessie Goldie, Simon Dennis, Amanda Coleman","2025","10.3389/fdgth.2025.1606291","incluir_historico","evidencia_central","corpus_historico_177","","CAND-001202__5c7e0c42.pdf","1","corpus_analitico_unico_tratado"
"CAND-001205__a8b86643","Privacy, ethics, transparency, and accountability in AI systems for wearable devices","Petar Radanliev","2025","10.3389/fdgth.2025.1431246","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001205__a8b86643.pdf","1","corpus_analitico_unico_tratado"
"CAND-001206__49a944da","Diagnostic efficacy of large language models in the pediatric emergency department: a pilot study","Del Monte, F., Barolo, R., Circhetta, M., Delmonaco, A. G., Castagno, E., Pivetta, E., Bergamasco, L., Franco, M., Olmo, G., & Bondone, C.","2025","10.3389/fdgth.2025.1624786","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001206__49a944da.pdf","1","corpus_analitico_unico_tratado"
"CAND-001208__fe9a4392","A study of generative large language model for medical research and healthcare","Cheng Peng, Xi Yang, Aokun Chen, Kaleb E. Smith, Nima PourNejatian, Anthony B. Costa, Cheryl Martin, Mona G. Flores, Ying Zhang, Tanja Magoc, Gloria Lipori, Duane A. Mitchell, Naykky S. Ospina, Mustafa M. Ahmed, William R. Hogan, Elizabeth A. Shenkman, Yi Guo, Jiang Bian, Yonghui Wu","2023","10.1038/s41746-023-00958-w","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001208__fe9a4392.pdf","1","corpus_analitico_unico_tratado"
"CAND-001209__c6e6f6fb","Large language models propagate race-based medicine","Jesutofunmi A. Omiye, Jenna C. Lester, Simon Spichak, Veronica Rotemberg, Roxana Daneshjou","2023","10.1038/s41746-023-00939-z","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001209__c6e6f6fb.pdf","1","corpus_analitico_unico_tratado"
"CAND-001211__b0891538","A framework for human evaluation of large language models in healthcare derived from literature review","Thomas Yu Chow Tam, Sonish Sivarajkumar, Sumit Kapoor, Alisa V. Stolyar, Katelyn Polanska, Karleigh R. McCarthy, Hunter Osterhoudt, Xizhi Wu, Shyam Visweswaran, Sunyang Fu, Piyush Mathur, Giovanni E. Cacciamani, Cong Sun, Yifan Peng, Yanshan Wang","2024","10.1038/s41746-024-01258-7","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001211__b0891538.pdf","1","corpus_analitico_unico_tratado"
"CAND-001212__bd446b72","Foundation metrics for evaluating effectiveness of healthcare conversations powered by generative AI","Mahyar Abbasian, Elahe Khatibi, Iman Azimi, David Oniani, Zahra Shakeri Hossein Abad, Alexander Thieme, Ram Sriram, Zhongqi Yang, Yanshan Wang, Bryant Lin, Olivier Gevaert, Li-Jia Li, Ramesh Jain, Amir M. Rahmani","2024","10.1038/s41746-024-01074-z","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001212__bd446b72.pdf","1","corpus_analitico_unico_tratado"
"CAND-001213__c09e4de8","Generative AI and large language models in health care: pathways to implementation","unclear","2024","10.1038/s41746-023-00988-4","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001213__c09e4de8.pdf","1","corpus_analitico_unico_tratado"
"CAND-001214__a043f171","Evaluating large language models as agents in the clinic","Nikita Mehandru, Brenda Y. Miao, Eduardo Rodriguez Almaraz, Madhumita Sushil, Atul J. Butte, Ahmed Alaa","2024","10.1038/s41746-024-01083-y","incluir_historico","evidencia_apoio","corpus_historico_177","","CAND-001214__a043f171.pdf","1","corpus_analitico_unico_tratado"
"NEW-0001","A Prompt Engineering Framework for Large Language Model-Based Mental Health Chatbots: Conceptual Framework.","Boit S, Patil R.","2025","10.2196/75078","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0001.pdf","1","corpus_analitico_unico_tratado"
"NEW-0007","Ethics and Fairness in Conversational AI: A Framework for Addressing Bias in Large-Scale Language Models","; Herbert Wanga","2025","10.47191/etj/v11i01.09","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0007.pdf","1","corpus_analitico_unico_tratado"
"NEW-0008","Explainability and Human Oversight for AI-Generated Exercise Guidance in Digital Healthcare: A Governance-Oriented Narrative Review.","Pan K, Huang C, Lin X, Huang S.","2026","10.3390/healthcare14121716","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0008.pdf","1","corpus_analitico_unico_tratado"
"NEW-0009","From bard to Gemini: An investigative exploration journey through Google’s evolution in conversational AI and generative AI","Zarif Bin Akhtar","2024","10.59400/cai.v2i1.1378","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0009.pdf","1","corpus_analitico_unico_tratado"
"NEW-0010","Generative AI/LLMs for Plain Language Medical Information for Patients, Caregivers and General Public: Opportunities, Risks and Ethics","Avishek Pal; Tenzin Wangmo; Trishna Bharadia; Mithi Ahmed-Richards; M Bhanderi; R Kachhadiya; Samuel Allemann; Bernice S. Elger","2025","10.2147/ppa.s527922","central","central","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0010.pdf","1","corpus_analitico_unico_tratado"
"NEW-0011","Generative Artificial Intelligence Through ChatGPT and Other Large Language Models in Ophthalmology","Ting Fang Tan; Arun James Thirunavukarasu; J. Peter Campbell; Pearse A. Keane; Louis R. Pasquale; Michael D. Abràmoff; Jayashree Kalpathy–Cramer; Flora Lum; Judy E. Kim; Sally L. Baxter; Daniel Shu Wei Ting","2023","10.1016/j.xops.2023.100394","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0011.pdf","3","corpus_analitico_unico_tratado"
"NEW-0012","Generative Artificial Intelligence and Large Language Models in Clinical Oncology.","Yu Y, Zhao Z, Wang Z, Lin R, Tan Y, Chen Y, Li T, Baptista-Hon D, Zhang X, Wu C, Tong M, Zheng L, Wu J, Monteiro O, Zhang K.","2026","10.1002/mco2.70833","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0012.pdf","1","corpus_analitico_unico_tratado"
"NEW-0013","Generative Large Language Model—Powered Conversational AI App for Personalized Risk Assessment: Case Study in COVID-19","Mohammad Amin Roshani; Xiangyu Zhou; Yao Qiang; Srinivasan Suresh; Steven Hicks; Usha Sethuraman; Dongxiao Zhu","2025","10.2196/67363","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0013.pdf","1","corpus_analitico_unico_tratado"
"NEW-0017","Large Language Models in Clinical Trial Recruitment: Sociotechnical and Economic Framework Development Study.","Qian Q.","2026","10.2196/95899","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0017.pdf","1","corpus_analitico_unico_tratado"
"NEW-0019","Leveraging Large Language Models for Automated Clinical Documentation and Decision Support within Generative AI Healthcare Frameworks","Venubabu kommalapati","2024","10.52783/pmj.v35.i1s.7170","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0019.pdf","1","corpus_analitico_unico_tratado"
"NEW-0021","Mass Media Narratives of Psychiatric Adverse Events Associated With Generative AI Chatbots: Rapid Scoping Review.","Chung VH, Bernier P, Hudon A.","2026","10.2196/93040","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0021.pdf","1","corpus_analitico_unico_tratado"
"NEW-0022","Operationalizing Generative AI in Software Product Management: A Review of Managerial Use-Cases, Governance, and Ethical Guardrails","Gaurij Mahajan","2026","10.31224/6204","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0022.pdf","1","corpus_analitico_unico_tratado"
"NEW-0024","Recent advances in defending the privacy attacks of large language models for healthcare applications: a concise review.","Aroua R, Kammoun I, Louati MA, Adjeroh DA, Duan T.","2026","10.3389/frai.2026.1816692","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0024.pdf","1","corpus_analitico_unico_tratado"
"NEW-0025","Rethinking Autonomy: Preventing Failures in AI-Driven Software Engineering","Satyam Kumar Navneet; Joydeep Chandra","2025","","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0025.pdf","1","corpus_analitico_unico_tratado"
"NEW-0028","The Role of ChatGPT and AI Chatbots in Optimizing Antibiotic Therapy: A Comprehensive Narrative Review","Ninel Iacobus Antonie; Gina Gheorghe; Vlad Ionescu; Loredana-Crista Tiucă; Camelia Cristina Diaconu","2025","10.3390/antibiotics14010060","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0028.pdf","1","corpus_analitico_unico_tratado"
"NEW-0029","The role of digital pharmaceutical governance in alleviating health inequality: a case study of the ""Sanya Model"" for centralized regional prescription review.","Jia X, Xie J, Chai F, Jiang H, Shi R.","2026","10.3389/fpubh.2026.1836281","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0029.pdf","1","corpus_analitico_unico_tratado"
"NEW-0060","AI-Induced Cybersecurity Risks in Healthcare: A Narrative Review of Blockchain-Based Solutions Within a Clinical Risk Management Framework","Gianmarco Di Palma; Roberto Scendoni; Davide Ferorelli; Anna De Benedictis; Vittoradolfo Tambone; Francesco De Micco","2025","10.2147/rmhp.s544523","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0060.pdf","1","corpus_analitico_unico_tratado"
"NEW-0066","Corporate Governance in the Age of AI: Ethical Oversight and Accountability Frameworks","N Balaji Ganesh","2025","10.52783/jisem.v10i35s.6285","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0066.pdf","1","corpus_analitico_unico_tratado"
"NEW-0067","Cross-border AI governance for legal tech: Standardizing ethical and legal norms in access to justice","Rajesh Ghoshal","2025","10.22271/2790-0673.2025.v5.i1c.177","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0067.pdf","1","corpus_analitico_unico_tratado"
"NEW-0068","Data Governance, Bias Mitigation, And Legal Risk: A Holistic AI Compliance Framework for U.S. Companies in High Stakes Sectors","Joy Oluchi Nwachukwu; Thaddaeuse Odhiambo; Dorcas Akorkor Apaflo; Solomon Doe Adjaottor","2026","10.65150/ep-jefrr/v2e7/2026-09","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0068.pdf","1","corpus_analitico_unico_tratado"
"NEW-0070","Enhancing Access to Service Delivery through Information Transparency: A RAG Based AI-Powered Conversational Chatbot for Algorithmic Transparency and Regulatory Compliance in Digital Governance","","2025","10.7753/ijsea1409.1008","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0070.pdf","1","corpus_analitico_unico_tratado"
"NEW-0073","Explainable AI (XAI) Governance in CCaaS Platforms: A Trust, Compliance, and Accountability Model for Enterprise Contact Centers","Vipin Kalra","2025","10.52783/jisem.v10i50s.14229","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0073.pdf","1","corpus_analitico_unico_tratado"
"NEW-0075","Feasibility and user evaluation of HopeBot: An LLM-powered conversational chatbot for depression screening.","Guo Z, Lai A, Ive J, Petcu A, Wang Y, Qi L, Thygesen JH, Li K.","2026","10.1371/journal.pdig.0001446","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0075.pdf","2","corpus_analitico_unico_tratado"
"NEW-0076","From Human Oversight to Human-in-the-Loop: Evolving Governance of Human–AI Interaction in Healthcare and AI Development","Kamal Harishchandra Sharma; Praneel Sharma; Pratyusha Sharma","2026","10.20944/preprints202602.1949.v1","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0076.pdf","1","corpus_analitico_unico_tratado"
"NEW-0077","Legal and Ethical Challenges in AI Governance: A Conceptual Approach to Developing Ethical Compliance Models in the U.S.","Grace Annie Chintoh; Osinachi Deborah Segun-Falade; Chinekwu Somtochukwu Odionu; Amazing Hope Ekeh","2024","10.54660/ijsser.2024.3.1.103-109","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0077.pdf","1","corpus_analitico_unico_tratado"
"NEW-0082","RISK-AWARE LEGAL GOVERNANCE FOR AI-DRIVEN CYBERSECURITY SYSTEMS: FRAMEWORKS, COMPLIANCE, AND ACCOUNTABILITY","Turkan Bashirli","2026","10.15837/aijjs.v20i1.7660","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0082.pdf","1","corpus_analitico_unico_tratado"
"NEW-0085","Trustworthy AI-Augmented Objective Structured Clinical Examinations in Nursing Education: Taiwan-Japan Viewpoint on 5 AI Roles, Governance, and Cross-Border Implementation.","Kubota K, Nishimura A, Seto R, Li L.","2026","10.2196/87830","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0085.pdf","1","corpus_analitico_unico_tratado"
"NEW-0088","Generative AI cybersecurity and resilience","Petar Radanliev; Omar Santos; Uchenna Ani","2025","10.3389/frai.2025.1568360","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0088.pdf","1","corpus_analitico_unico_tratado"
"NEW-0093","Large Language Models in Healthcare and Medical Applications: A Review","Subhankar Maity; Manob Jyoti Saikia","2025","10.3390/bioengineering12060631","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0093.pdf","1","corpus_analitico_unico_tratado"
"NEW-0094","Large language models for post-discharge follow-up in erectile dysfunction care: a narrative review.","Zhang Y, Lv B, Xu R, Shi C.","2026","10.21037/tau-2026-1-0097","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0094.pdf","1","corpus_analitico_unico_tratado"
"NEW-0097","Developing Scalable Compliance Architectures for Cross-Industry Regulatory Alignment","Emmanuel Cadet; Lawal Abdulmutalib Babatunde; Joshua Oluwagbenga Ajayi; Eseoghene Daniel Erigh; Ehimah Obuse; Iboro Akpan Essien; Noah Ayanbode","2024","10.32628/ijsrssh242556","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0097.pdf","1","corpus_analitico_unico_tratado"
"NEW-0103","Algorithmic Oversight in Corporate Governance - Balancing AI-Driven Decision Efficiency with Transparency, Fairness, and Board Accountability","Aaradhya Singh","2026","10.56975/ijedr.v14i2.308128","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0103.pdf","1","corpus_analitico_unico_tratado"
"NEW-0104","Toward Regulatory Compliance in DAO Governance: From Regulatory Rule Engines to On-Chain Audit Report Generation","Allen Lin","2025","10.63593/jwe.2025.12.02","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0104.pdf","1","corpus_analitico_unico_tratado"
"NEW-0105","A pragmatic risk-stratified framework for using large language models in intensive care medicine: A narrative review.","Devanand NA, Verghese S, Bacchi S, Bain C, Subramaniam A, Sundararajan K.","2026","10.1016/j.ccrj.2026.100194","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0105.pdf","1","corpus_analitico_unico_tratado"
"NEW-0106","Evaluating Generative AI Psychotherapy Chatbots Used by Youth: Cross-Sectional Study.","Sobowale K, Humphrey DK, Zhao SY.","2025","10.2196/79838","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0106.pdf","1","corpus_analitico_unico_tratado"
"NEW-0116","Designing intelligent compliance systems for evolving global regulatory landscapes","Iboro Akpan Essien; Emmanuel Cadet; Joshua Oluwagbenga Ajayi; Eseoghene Daniel Erigh; Ehimah Obuse; Noah Ayanbode; Lawal Abdulmutalib Babatunde","2025","10.51594/gjabr.v3i9.157","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0116.pdf","1","corpus_analitico_unico_tratado"
"NEW-0118","Large Language Models in Surgery: Promise, Pitfalls, and Practical Use.","Denham DT, Wang CY, Maric E, Hinton LR, Heniford BT.","2026","10.3389/jaws.2026.16349","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0118.pdf","1","corpus_analitico_unico_tratado"
"NEW-0119","Large language models in nephrology: applications and challenges in chronic kidney disease management.","Hu Y, Liu J, Jiang W.","2025","10.1080/0886022x.2025.2555686","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0119.pdf","1","corpus_analitico_unico_tratado"
"NEW-0120","Retrieval-Augmented Generation in Oncology: Promises, Pitfalls, and Early Applications.","Thaker NG, Liu W, Waddle M, Showalter T, Mastroleo F, Luh J, Levitt C, Ning M, Loaiza-Bonilla A, Hong J.","2026","10.1177/2993091x261446348","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0120.pdf","2","corpus_analitico_unico_tratado"
"NEW-0125","Effectiveness of generative AI-large language models’ recognition of veteran suicide risk: a comparison with human mental health providers using a risk stratification model","Sean A. Lauderdale; Randee Schmitt; Breanna Wuckovich; Natashaa Dalal; Hela Desai; Shealyn Tomlinson","2025","10.3389/fpsyt.2025.1544951","central","central","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0125.pdf","1","corpus_analitico_unico_tratado"
"NEW-0129","DeepSeek in Healthcare: A Survey of Capabilities, Risks, and Clinical Applications of Open-Source Large Language Models","Jiancheng Ye; Sophie Bronstein; Jiarui Hai; Malak Abu Hashish","2025","10.48550/arxiv.2506.01257","central","central","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0129.pdf","1","corpus_analitico_unico_tratado"
"NEW-0131","Artificial intelligence governance: Ethical considerations and implications for social responsibility","Mark Anthony Camilleri","2023","10.1111/exsy.13406","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0131.pdf","1","corpus_analitico_unico_tratado"
"NEW-0134","Toward clinical integration of generative AI in mental health: personalization, multimodality and inter-entity experience.","Frisone F, Pupillo C, Rossi C, Riva G.","2026","10.3389/fpubh.2026.1603238","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0134.pdf","1","corpus_analitico_unico_tratado"
"NEW-0136","Continuous assurance for AI-driven clinical decision support systems.","Al-Horani RA, Tadesse AF.","2026","10.3389/frai.2026.1870819","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0136.pdf","1","corpus_analitico_unico_tratado"
"NEW-0142","Enhancing Public Sector Productivity with AI-Powered SaaS in E-Governance Systems","A. Ajayi; Oluwole Oluwadamilola Agbede; Experience Efeosa Akhigbe; Nnaemeka Stanley Egbuhuzor","2024","10.54660/.ijmrge.2024.5.1-1243-1259","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0142.pdf","1","corpus_analitico_unico_tratado"
"NEW-0143","Ethical Governance of Artificial Intelligence in Cardiovascular Disease Management: A Health Policy Perspective.","Ogbuefi C, Ezika OL, Egbunike JO, Ogbuefi KE.","2026","10.7759/cureus.103995","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0143.pdf","1","corpus_analitico_unico_tratado"
"NEW-0144","Ethical Considerations in Human-Centered AI: Advancing Oncology Chatbots Through Large Language Models","James C. L. Chow; Kay Li","2024","10.2196/64406","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0144.pdf","1","corpus_analitico_unico_tratado"
"NEW-0150","Evaluating the performance of large language models in sarcopenia-related patient queries: a foundational assessment for patient-centered validation.","Huang T, Kirk B, Close J, Lim JY, Duque G, Ebeling P, Yang M, Tian M, Chui CS, Liu C, Zhang N, Cheung WH, Wong RMY.","2026","10.3389/fragi.2026.1712785","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0150.pdf","1","corpus_analitico_unico_tratado"
"NEW-0153","A Scoping Review of AI-Driven Digital Interventions in Mental Health Care: Mapping Applications Across Screening, Support, Monitoring, Prevention, and Clinical Education","Yang Ni; Fanli Jia","2025","10.3390/healthcare13101205","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0153.pdf","1","corpus_analitico_unico_tratado"
"NEW-0158","Financial Risk Management and Explainable, Trustworthy, Responsible AI","Sebastian Fritz-Morgenthal; Bernhard Hein; Jochen Papenbrock","2022","10.3389/frai.2022.779799","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0158.pdf","1","corpus_analitico_unico_tratado"
"NEW-0159","Toward Fairness, Accountability, Transparency, and Ethics in AI for Social Media and Health Care: Scoping Review","Aditya Singhal; Nikita Neveditsin; Hasnaat Tanveer; Vijay Mago","2024","10.2196/50048","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0159.pdf","1","corpus_analitico_unico_tratado"
"NEW-0160","Clinical artificial intelligence applications of vision-language foundation models.","Thirunavukarasu AJ, Li S, Qin P, Nie D, Sanghera R, Lim E, Yu J, Zhang L.","2026","10.1371/journal.pdig.0001453","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0160.pdf","1","corpus_analitico_unico_tratado"
"NEW-0167","Governance of Responsible AI: From Ethical Guidelines to Cooperative Policies","Robert Gianni; Santtu Lehtinen; Mika Nieminen","2022","10.3389/fcomp.2022.873437","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0167.pdf","1","corpus_analitico_unico_tratado"
"NEW-0174","Dynamic consent framework for low-dose CT scan lung cancer screening: autonomy, privacy, ethical data management.","Lin JC, Hsiao WW, Hu JW, Fan CT.","2026","10.3389/fdgth.2026.1836675","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0174.pdf","1","corpus_analitico_unico_tratado"
"NEW-0175","Generative artificial intelligence in depression research: A bibliometric analysis of WoSCC-Indexed literature.","Chen H, Chen L, Yang J, Tang A, Yang Y.","2026","10.1177/20552076261455239","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0175.pdf","2","corpus_analitico_unico_tratado"
"NEW-0178","Between Help and Harm: An Evaluation Study of Mental Health Crisis Handling by Large Language Models.","Arnaiz-Rodriguez A, Baidal M, Derner E, Annable JL, Ball M, Ince M, Perez Vallejos E, Oliver N.","2026","10.2196/88435","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0178.pdf","1","corpus_analitico_unico_tratado"
"NEW-0180","Generative AI and future education: a review, theoretical validation, and authors’ perspective on challenges and solutions","Wali Khan Monib; Atika Qazi; Rosyzie Anna Awg Haji Mohd Apong; Mohammad Tazli Azizan; Liyanage De Silva; Hayati Yassin","2024","10.7717/peerj-cs.2105","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0180.pdf","1","corpus_analitico_unico_tratado"
"NEW-0181","LLMs in the Loop: A Survey of Language-Driven Driver Monitoring and Assistance Systems.","Chandrayan V, Alvarez I.","2026","10.3390/s26092870","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0181.pdf","1","corpus_analitico_unico_tratado"
"NEW-0182","Ethical issues in multi-agent AI systems for healthcare: a narrative review.","Xie Z, Wang H, Dai L, Wang Z, Song H, Qian J.","2026","10.3389/fpubh.2026.1792627","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0182.pdf","1","corpus_analitico_unico_tratado"
"NEW-0184","Responsible artificial intelligence integration framework for psychiatric guidelines.","Mendlovic S, Frankova I, Vermetten E, Wasserman D, Schulze TG, Falkai P, Fountoulakis KN, Adorjan K, Uchida H, Fruchter E, Gobbi G, Zohar J.","2026","10.1093/ijnp/pyag010","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0184.pdf","1","corpus_analitico_unico_tratado"
