id_estudo,titulo,autores,ano,doi,decisao_final,classificacao,proveniencia_tecnica,duplicata_de,arquivo_pdf,pagina_evidencia,corpus,incluido_no_corpus,justificativa_decisao,data_validacao_autor,status_validacao,desenho_estudo,veiculo,setor,mecanismos,camadas,alinhamento_questoes_pesquisa,hash_pdf,trecho_evidencia,limitacoes,nota_metadados
NEW-0067,Cross-border AI governance for legal tech: Standardizing ethical and legal norms in access to justice,Rajesh Ghoshal,2025,10.22271/2790-0673.2025.v5.i1c.177,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0067.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=2; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=14",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,03377d085c0d1516ec9c01c315f59a192d0769000a3412e281d7992724cb6f02,"Correspondence Author: Rajesh Ghoshal LL.M. Research Scholar, IMIRC College of Law, Chaudhary Charan Singh University, Meerut, India Cross-border AI governance for legal tech: Standardizing ethical and legal norms in access to justice Rajesh Ghoshal DOI: https://www.doi.org/10.22271/2790-0673.2025.v5.i1c.177 Abstract The research examines the influence of AI governance structures on access to justice throughout the EU, U.S., Canada, Australia, and China. The problem emerges because separate AI regulations form obstacles for legal AI app lications that operat","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0068,"Data Governance, Bias Mitigation, And Legal Risk: A Holistic AI Compliance Framework for U.S. Companies in High Stakes Sectors",Joy Oluchi Nwachukwu; Thaddaeuse Odhiambo; Dorcas Akorkor Apaflo; Solomon Doe Adjaottor,2026,10.65150/ep-jefrr/v2e7/2026-09,excluir_contextual,fora_do_corpus_analitico,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0068.pdf,1,corpus_analitico_unico_tratado,não,Não foi demonstrado tratamento substantivo de LLMs ou sistemas conversacionais; ocorrências isoladas ou referências gerais a IA foram mantidas apenas para rastreabilidade contextual. objeto_direto_titulo=false; paginas_objeto=0; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15,2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,e6f72be927fa74ec833f35e106fcb0c4eee1245e47f467138d2a1354f0d968a0,"icle under the CC BY 4.0 license: https://creativecommons.org/licenses/by/4.0/ Corresponding Author: Joy Oluchi Nwachukwu Page 440 | 446 Data Governance, Bias Mitigation, And Legal Risk: A Holistic AI Compliance Framework for U.S. Companies in High-Stakes Sectors Joy Oluchi Nwachukwu Westcliff University, USA Thaddaeuse Odhiambo University of Illinois, Urbana-Champaign, USA Dorcas Akorkor Apaflo University of Illinois, Urbana-Champaign, USA Solomon Doe Adjaottor Independent Researcher, Texas, USA Published Date: July 20, 2026","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0070,Enhancing Access to Service Delivery through Information Transparency: A RAG Based AI-Powered Conversational Chatbot for Algorithmic Transparency and Regulatory Compliance in Digital Governance,Kalule Samuel Kibirige; Joseph Wandabwa,2025,10.7753/ijsea1409.1008,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0070.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,d80893d57d2cf3287e491b80694b9191f052a395663208ce88357f4bbcc880fc,", 2025, ISSN:- 2319 - 7560 DOI: 10.7753/IJSEA1409.1008 www.ijsea.com 59 Enhancing Access to Service Delivery through Information Transparency: A RAG Based AI-Powered Conversational Chatbot for Algorithmic Transparency and Regulatory Compliance in Digital Governance Kalule Samuel Kibirige AI and ML Expert, Ms Engineering, Science and Technology Entrepreneurship, Data Story Teller, University of Notre Dame, USA Joseph Wandabwa Legal Compliance Expert, Licensed Attorney in New York and Uganda, LLM - Regulation, Sustainability and Compliance, University of Illinois Urbana Champaign USA Abstract: Digital governance increasingly relies on ar","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",Autoria confirmada na primeira página do texto integral.
NEW-0073,"Explainable AI (XAI) Governance in CCaaS Platforms: A Trust, Compliance, and Accountability Model for Enterprise Contact Centers",Vipin Kalra,2025,10.52783/jisem.v10i50s.14229,excluir_contextual,fora_do_corpus_analitico,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0073.pdf,1,corpus_analitico_unico_tratado,não,Não foi demonstrado tratamento substantivo de LLMs ou sistemas conversacionais; ocorrências isoladas ou referências gerais a IA foram mantidas apenas para rastreabilidade contextual. objeto_direto_titulo=false; paginas_objeto=1; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15,2026-08-23,validado_pelo_autor,revisão/survey,,saúde; finanças; jurídico/regulatório; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,1bdefa7953de88a5b9fbfefa4bfd7676853870d2cbc6140f4f93ef95e479ae9d,"This is an open access article distributed under the Creative Commons Attribution License which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited. Explainable AI (XAI) Governance in CCaaS Platforms: A Trust, Compliance, and Accountability Model for Enterprise Contact Centers Vipin Kalra Independent Researcher, USA meetvipinkalra@gmail.com ARTICLE INFO ABSTRACT Received: 05 Apr 2025 Revised: 17 May 2025 Accepted: 28 May 2025 The proliferation of artificial intelligence (AI) in Contact Center as a Service (CCaaS) platforms has introduced significant operational efficiencies but","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0075,Feasibility and user evaluation of HopeBot: An LLM-powered conversational chatbot for depression screening.,"Guo Z, Lai A, Ive J, Petcu A, Wang Y, Qi L, Thygesen JH, Li K.",2026,10.1371/journal.pdig.0001446,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0075.pdf,2,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; finanças; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,8843eb6071471bc87d915f85966fc539ee8907441e114b3486dc2fd833b5de0b,"for access to the restricted participant-level data may be directed to the UCL Research Ethics Service at [ethics@ucl.ac.uk](mail- to:ethics@ucl.ac.uk). Requests will be reviewed subject to appropriate ethical approval, institu- tional governance requirements, data protection safeguards, and completion of any necessary data-sharing agreement. The custom training data used to develop the RAG component of HopeBot is available at: https://github.com/ candiceguo0528/HopeBot-Candice. Funding: This work was supported by the UKRI Centre for Doctoral Training in AI-enabled healthcare systems [EP/S021612/1 to KL], UCL IHI internal project funding [to KL], and","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0076,From Human Oversight to Human-in-the-Loop: Evolving Governance of Human–AI Interaction in Healthcare and AI Development,Kamal Harishchandra Sharma; Praneel Sharma; Pratyusha Sharma,2026,10.20944/preprints202602.1949.v1,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0076.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=3; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,80b2ecc31d3263c3839804986195fb60e969d65e053a28b8e998cd764d7a9d92,"Review Not peer-reviewed version From Human Oversight to Human-in- the-Loop: Evolving Governance of Human–AI Interaction in Healthcare and AI Development Kamal Harishchandra Sharma * , Praneel Sharma , Pratyusha Sharma Posted Date: 28 February 2026 doi: 10.20944/preprints202602.1949.v1 Keywords: human–AI interaction; human-in-the-loop; healthcare AI; MLOps; AI governance; big data; cognitive load; foundation models; software engineering Preprints.org is a free multidis","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0077,Legal and Ethical Challenges in AI Governance: A Conceptual Approach to Developing Ethical Compliance Models in the U.S.,Grace Annie Chintoh; Osinachi Deborah Segun-Falade; Chinekwu Somtochukwu Odionu; Amazing Hope Ekeh,2024,10.54660/ijsser.2024.3.1.103-109,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0077.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=4; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=13",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,7d18c1059fabbdee4be6029f727c112bc9d985dbf9832216667d83263daef26b,"International Journal of Social Science Exceptional Research www.allsocialsciencejournal.com 103 | P a g e International Journal of Social Science Exceptional Research Legal and Ethical Challenges in AI Governance: A Conceptual Approach to Developing Ethical Compliance Models in the U.S. Grace Annie Chintoh 1, Osinachi Deborah Segun-Falade 2, Chinekwu Somtochukwu Odionu 3, Amazing Hope Ekeh 4 1 Gulfstream Aerospace Corporation, USA 2 TD Bank, Toronto Canada 3 Independent Researcher, Texas, USA 4 Boston University, MA, USA * Corresponding Author: Grace Annie Chintoh Article Info ISSN (online): 2583-8261","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0082,"RISK-AWARE LEGAL GOVERNANCE FOR AI-DRIVEN CYBERSECURITY SYSTEMS: FRAMEWORKS, COMPLIANCE, AND ACCOUNTABILITY",Turkan Bashirli,2026,10.15837/aijjs.v20i1.7660,excluir_contextual,fora_do_corpus_analitico,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0082.pdf,1,corpus_analitico_unico_tratado,não,Não foi demonstrado tratamento substantivo de LLMs ou sistemas conversacionais; ocorrências isoladas ou referências gerais a IA foram mantidas apenas para rastreabilidade contextual. objeto_direto_titulo=false; paginas_objeto=0; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15,2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,eed245767fbef7852ab54ca7950aa3dcc3598180d5f988414a60066222d9d91d,"AGORA International Journal of Juridical Sciences, http://univagora.ro/jour/index.php/aijjs ISSN 1843-570X, E-ISSN 2067-7677 Vol. 20, No. 1 (2026), pp. 62-77 62 RISK-AWARE LEGAL GOVERNANCE FOR AI-DRIVEN CYBERSECURITY SYSTEMS: FRAMEWORKS, COMPLIANCE, AND ACCOUNTABILITY T. BASHİRLİ Turkan Bashirli Azerbaijan State University of Economics (UNEC), Azerbaijan https://orcid.org/0009-0007-7780-3097, E-mail: turkan_bashirli@unec.edu.az Abstract: As AI becomes increasingly central to cybersecurity, organizations face new legal and ethical challenges. This paper explores ri","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0085,"Trustworthy AI-Augmented Objective Structured Clinical Examinations in Nursing Education: Taiwan-Japan Viewpoint on 5 AI Roles, Governance, and Cross-Border Implementation.","Kubota K, Nishimura A, Seto R, Li L.",2026,10.2196/87830,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0085.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,98d10059231d2bc6c770b10e3f57eedb0d3db41411ffeffcb7bea567dc48e94e,"Viewpoint Trustworthy AI-Augmented Objective Structured Clinical Examinations in Nursing Education: Taiwan-Japan Viewpoint on 5 AI Roles, Governance, and Cross-Border Implementation Kazumi Kubota1,2*, RN, PhD, PHN; Ayako Nishimura3*, RN, PhD, PHN; Ryoma Seto4*, RN, PhD, PHN; Liu Li5*, PhD 1Research Organization, Shimonoseki City University, Shimonoseki, Yamaguchi, Japan 2Department of Healthcare Information Management, University of Tokyo Hospital, Tokyo, Japan 3Faculty of Healthcare, Division of Nursing, Tokyo Healthcare University, Tokyo, Japan 4Faculty of Hea","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0088,Generative AI cybersecurity and resilience,Petar Radanliev; Omar Santos; Uchenna Ani,2025,10.3389/frai.2025.1568360,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0088.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,ce623df817cc06bf1aa2b03ca44b0a906201a4f857df147c8b145c24107f68c7,"thesis of content across text, image, audio, and biomedical domains. While these capabilities are advancing at pace, their deployment raises profound ethical, security, and privacy concerns that remain inadequately addressed by existing governance mechanisms. This study undertakes a systematic inquiry into these challenges, combining a PRISMA- guided literature review with thematic and quantitative analyses to interrogate the socio-technical implications of generative Artificial Intelligence. The article develops an integrated theoretical framework, grounded in established models of technology adoption, cybersecurity resilience, and normative governance.","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0093,Large Language Models in Healthcare and Medical Applications: A Review,Subhankar Maity; Manob Jyoti Saikia,2025,10.3390/bioengineering12060631,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0093.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,c3f319d104e44df2d569a2b77761fee70abe1117fa948ba3011c7873bd2a8087,"h- lights the trends and categorizes prominent application areas in medicine. Additionally, it critically examines the prevailing technical and social challenges of healthcare LLMs, including issues of model bias, interpretability, ethics, governance, fairness, equity, data privacy, and regulatory compliance. The survey concludes with an outlook on emerging research directions and strategic recommendations for the development and deployment of healthcare LLMs. Keywords: healthcare; large language models; LLMs; medical; patient; review 1. Introduction Large language models (LLMs) represent a revolutionary advancement in artificial intelligence, demonstrating unpr","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0094,Large language models for post-discharge follow-up in erectile dysfunction care: a narrative review.,"Zhang Y, Lv B, Xu R, Shi C.",2026,10.21037/tau-2026-1-0097,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0094.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,1a257b152ffe50d11a49f3768fd2d9d70051986e829467a4af0d5284e0853c27,"o assess response, adherence, adverse effects, and psychosocial needs. In practice, ED follow-up is often hindered by stigma, embarrassment, limited access, and fragmented communication. This narrative review examines the potential role, risks, and implementation requirements of large language model (LLM)-assisted follow-up in ED care. Methods: We conducted a targeted literature search in PubMed and Embase up to 15 January 2026, supplemented by Google Scholar for citation tracking. We selected clinically relevant evidence and conceptual work on ED follow-up, conversational artificial intelligence (AI), and safety governance, and synthesized findings","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0097,Developing Scalable Compliance Architectures for Cross-Industry Regulatory Alignment,Emmanuel Cadet; Lawal Abdulmutalib Babatunde; Joshua Oluwagbenga Ajayi; Eseoghene Daniel Erigh; Ehimah Obuse; Iboro Akpan Essien; Noah Ayanbode,2024,10.32628/ijsrssh242556,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0097.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=2; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; finanças; governo; jurídico/regulatório; organizacional transversal,observabilidade/monitoramento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; organizacional; regulatória; evolutiva,,c19b7b389fc171c63136e57a0c21713f2cebdbdcc8c642255896ff0dd0d08d34,"search in Humanities and Social Sciences Available online at : https://ijsrhss.com ISSN : 3048-8176 doi : https://doi.org/10.32628/IJSRSSH242556 494 Developing Scalable Compliance Architectures for Cross-Industry Regulatory Alignment Emmanuel Cadet1, Lawal Abdulmutalib Babatunde2, Joshua Oluwagbenga Ajayi3, Eseoghene Daniel Erigha4, Ehimah Obuse5, Iboro Akpan Essien6, Noah Ayanbode7 1Independent Researcher, USA 2Independent Researcher, Germany 3Reevar AI, Lagos, Nigeria 4Senior Software Engineer, Mistplay Toronto, Canada 5CoFounder & CTO, HeroGo, Dubai, UAE 6Trivax Energy Services Li","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0103,"Algorithmic Oversight in Corporate Governance - Balancing AI-Driven Decision Efficiency with Transparency, Fairness, and Board Accountability",Aaradhya Singh,2026,10.56975/ijedr.v14i2.308128,excluir_contextual,fora_do_corpus_analitico,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0103.pdf,1,corpus_analitico_unico_tratado,não,Não foi demonstrado tratamento substantivo de LLMs ou sistemas conversacionais; ocorrências isoladas ou referências gerais a IA foram mantidas apenas para rastreabilidade contextual. objeto_direto_titulo=false; paginas_objeto=1; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15,2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,finanças; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,cff7d962ecae8fc6b2d114c1c6d7127af152fe8f09cf7ac7586b3c08411ef5f0,"ISSN: 2321-9939 | ©IJEDR 2026 May 2026, Volume 14, Issue 2 | www.ijedr.org IJEDR26A2552 International Journal of Engineering Development and Research ( www.ijedr.org) 366 Algorithmic Oversight in Corporate Governance - Balancing AI-Driven Decision Efficiency with Transparency, Fairness, and Board Accountability Aaradhya Singh Student, Galgotias University ABSTRACT In the modern age of artificial intelligence, corporate governance has undergone an evolution that extends far beyond the mere management of managers, as it has come to include the corporate governance of artificial intelligence systems","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0104,Toward Regulatory Compliance in DAO Governance: From Regulatory Rule Engines to On-Chain Audit Report Generation,Allen Lin,2025,10.63593/jwe.2025.12.02,excluir_contextual,fora_do_corpus_analitico,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0104.pdf,1,corpus_analitico_unico_tratado,não,Não foi demonstrado tratamento substantivo de LLMs ou sistemas conversacionais; ocorrências isoladas ou referências gerais a IA foram mantidas apenas para rastreabilidade contextual. objeto_direto_titulo=false; paginas_objeto=0; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15,2026-08-23,validado_pelo_autor,revisão/survey,,jurídico/regulatório; educação; organizacional transversal,supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,interacional; organizacional; regulatória; evolutiva,,ccc6de142d33cdc8922e7ff2c735958d84598e368071da4e959cb21345af538e,"12 Toward Regulatory Compliance in DAO Governance: From Regulatory Rule Engines to On-Chain Audit Report Generation Allen Lin1 1 Accelerated Intelligence Consulting Inc., M5V3N5, Canada Correspondence: Allen Lin, Accelerated Intelligence Consulting Inc., M5V3N5, Canada. doi:10.63593/JWE.2025.12.02 Abstract Decentralized Autonomous Organizations (DAOs) face inherent institutional conflicts between their decentralized governance structu","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0105,A pragmatic risk-stratified framework for using large language models in intensive care medicine: A narrative review.,"Devanand NA, Verghese S, Bacchi S, Bain C, Subramaniam A, Sundararajan K.",2026,10.1016/j.ccrj.2026.100194,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0105.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; governo; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,74053b79f4ce99f73467ca8e72da67bf50e5f92c931f7ce27ea9a65416da7e4f,"R evie w Article A pr agmatic risk -str atified fr ame wor k for using larg e languag e models in int ensi v e car e medicine: A narr ativ e r evie w Nilesh Anand Dev anand, MBBS, EDIC a , * , Santo sh Verghese, MBBS, MD, FCICM b , c , S t ephen Bacchi, MBBS, FRA CP , PhD d , Christ opher Bain, MBBS, PhD (Information Sy st ems) F AIDH e , Ashwin Subra maniam, MBBS, GChPOM, MMed, FRA CP , FCICM, PhD f , g , h , i , Krishnasw am y Sundara ra jan, M","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0106,Evaluating Generative AI Psychotherapy Chatbots Used by Youth: Cross-Sectional Study.,"Sobowale K, Humphrey DK, Zhao SY.",2025,10.2196/79838,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0106.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; governo; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,361e0b4ee643c7ee92559dce654e17842a593a9fa21c28c8d4f673bdde05d9a0,"atbots were found to be accessible (104/120 high-quality ratings, 86.7%) and avoid harmful statements and misinformation (71/80, 89%), they performed poorly in their therapeutic approach (14/45, 31%) and their ability to monitor and assess risk (31/80, 39%). Privacy policies were difficult to understand, and information on chatbot model training and knowledge was unavailable, resulting in low scores. Bonferroni-corrected chi-square tests showed statistically significant differences in chatbot quality in the background, therapeutic approach, and monitoring and risk evaluation sections. Qualitatively, raters perceived most chatbots as having strong conversat","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0116,Designing intelligent compliance systems for evolving global regulatory landscapes,Iboro Akpan Essien; Emmanuel Cadet; Joshua Oluwagbenga Ajayi; Eseoghene Daniel Erigh; Ehimah Obuse; Noah Ayanbode; Lawal Abdulmutalib Babatunde,2025,10.51594/gjabr.v3i9.157,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0116.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=2; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; finanças; governo; jurídico/regulatório; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,50de5129ed8a34f00b67ba0f36fc846520ee012f02ce009bda8e0f33b699e596,"Gulf Journal of Advance Business Research, Vol. 3, Issue 9, September 2025 1212 | P a g e Designing intelligent compliance systems for evolving global regulatory landscapes Iboro Akpan Essien1, Emmanuel Cadet2, Joshua Oluwagbenga Ajayi3, Eseoghene Daniel Erigh4, Ehimah Obuse5, Noah Ayanbode6, & Lawal Abdulmutalib Babatunde7 1Trivax Energy Services Limited, Toronto, Canada 2Independent Researcher, USA 3Reevar AI, Lagos, Nigeria 4Senior Software Engineer, Mistplay Toronto, Canada 5Founder & Principal Engineer, F.5 Labs","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
