"identificador","titulo","decisao_checkpoint","classificacao_final","integra_universo_407","origem_classificacao","duplicata_de","justificativa","evidencia_adjudicacao","pagina_evidencia","arquivo_pdf","hash_pdf"
"CAND-000573__fd03f89e","Human-supervised, large language model-based clinical decision support aligned to national newborn protocols in Kenya: a pragmatic, early-stage evaluation","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The study provides empirical evidence on human-supervised, guideline-aligned LLM deployment in regulated newborn healthcare, including expert review, citation concordance, and workflow integration. Provided text describes a clinical decision support system with structured and unstructured clinician input, not a conversational, chatbot, or agentic interface; therefore it supports governance and oversight themes but is not central evidence for conversational governance.","","","CAND-000573__fd03f89e.pdf","ee9cc4bd9f0ccc898529d0722b8469c8ea2879e7108d1f15ea29d9280bb3ea03"
"CAND-000575__cd2ffb8d","Rapid review on GenAI in nursing education","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a peer-reviewed rapid review on GenAI/ChatGPT in nursing education within a regulated healthcare education context. It addresses ethical implications, bias, data protection, plagiarism and human oversight, which are relevant to governance themes, but the provided text does not focus on conversational system governance mechanisms such as guardrails, observability, audit logs, tracing, RAG governance or operational post-deployment monitoring of LLM-based conversational systems.","","","CAND-000575__cd2ffb8d.pdf","bb2006e2997f6960b9ba60cef0341a144ba34af6b7ad7046298c5e0161309cf9"
"CAND-000581__f081f330","Leveraging large language models in patient-reported outcome measure development: practical opportunities, cautions, and a human-in-the-loop roadmap","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article addresses human-in-the-loop governance, oversight, transparency, and risk mitigation for LLM use in a regulated healthcare context, but focuses on PRO measure qualitative development workflows rather than conversational AI systems, chatbots, agents, or operational governance of deployed conversational LLM applications.","","","CAND-000581__f081f330.pdf","f3c65991caf9de58e3d6ddc3e92f767d6f93ec86262eb5a46263d4985db18e47"
"CAND-000595__459fb184","The Recognition of Language Rights Under International Human Rights Law: Analysis of Its Protection in Ethiopia and Mauritius","exclude","exclusao","sim","adjudicacao_pipeline","","Front matter and body text establish a 2009 legal dissertation comparing protection of language rights in Ethiopia and Mauritius under international human rights law. Evidence discusses discrimination, participation, self-governance, education, and human interaction in a legal-political sense. There is no mention of large language models, chatbots, agents, RAG, guardrails, AI compliance, or conversational AI governance. The Python central_candidate decision appears driven by substring false positives.","","","CAND-000595__459fb184.pdf","1c782aeb5b492b3e21a5a83286d10407a96edc98ebea94efe425bc87f960f484"
"CAND-000611__2ba3fc74","Human-Centered Evaluation of an LLM-Based Process Modeling Copilot: A Mixed-Methods Study with Domain Experts","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The study directly evaluates a conversational LLM-based BPMN copilot and reports expert perceptions of trust, usability, and reliability, which aligns partially with human oversight and accountability themes in conversational AI. However, the available text focuses on BPM/process modeling HCI evaluation rather than governance mechanisms, compliance, audit, or regulated high-stakes contexts, so it is better classified as supporting rather than central evidence for governed conversational LLM systems in regulated environments.","","","CAND-000611__2ba3fc74.pdf","f963ceb9fd93cdc0159f76b94b76b65f407e93b81c92715f7722be5024237a46"
"CAND-000615__1dea796c","Formalising Human-in-the-Loop: Computational Reductions, Failure Modes, and Legal–Moral Responsibility","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The paper provides a rigorous formalisation and taxonomy of human-in-the-loop setups, failure modes, and legal-moral responsibility directly relevant to governance and oversight in regulated AI contexts. LLMs appear as an illustrative example of involved human-AI interaction rather than as the primary technology under study; conversational governance is addressed indirectly through formal interaction types and accountability analysis.","","","CAND-000615__1dea796c.pdf","6ae03aeaa8d4bec3de91c4e20b83dd6d7f2b5816ac5aa42da30e1f99f5445de0"
"CAND-000621__fd663529","From Control to Foresight: Simulation as a New Paradigm for Human–Agent Collaboration","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The paper is a short CHI workshop perspective on simulation-in-the-loop for human–LLM agent collaboration, with explicit attention to human supervision, approval/correction, and accountable outcomes. It is relevant as supporting conceptual evidence on human oversight and foresight in agent workflows, but it does not address conversational governance, regulated/high-stakes domains, compliance, audit, observability, or operational governance mechanisms required for central evidence in this review.","","","CAND-000621__fd663529.pdf","ca6b807fdc659a08c1abd28288f7e44379ccb6373c6bdf0b2fb987e0d234957d"
"CAND-000624__00457bb6","Can GPT-4o Evaluate Usability Like Human Experts? A Comparative Study on Issue Identification in Heuristic Evaluation","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper explicitly studies GPT-4o and LLMs in HCI, its focus is usability inspection and issue identification overlap with human experts, not governance, accountability, risk control, or regulated conversational system operation. The provided text contains no evidence of conversational system governance or regulated-domain application.","","","CAND-000624__00457bb6.pdf","61cb4486945ba6c0b4daefba6861fe40ebca8e35a989952b8f7722e1d0435482"
"CAND-000626__0d8b8db6","Capacity of Generative AI to Interpret Human Emotions From Visual and Textual Data: Pilot Evaluation Study","exclude","exclusao","sim","adjudicacao_pipeline","","The study evaluates ChatGPT-4 and Google Bard on psychological tests of visual and textual mentalizing in mental health contexts. Although it references ethical AI and truncated governance language in conclusions, the central contribution is capability benchmarking, not governance of conversational LLM systems in regulated environments.","","","CAND-000626__0d8b8db6.pdf","dde343ede64eecdcc43f042771714cd08fd9951c67904789688cffc118e46307"
"CAND-000634__955d7e90","Diagnostic Concordance of Large Language Models with Postoperative Surgeon Diagnoses: A Comparative Analysis of ChatGPT, Claude, and Gemini","exclude","exclusao","sim","adjudicacao_pipeline","","Although the article uses specific LLMs in a regulated healthcare setting and briefly mentions human oversight and accountability in its conclusion, the primary focus is comparative diagnostic accuracy using standardised one-shot prompts, not governance of conversational LLM deployments. Python triage over-weighted generic governance terms; no conversational AI terms were matched.","","","CAND-000634__955d7e90.pdf","0e71d3911d91168615f2f2fca18d4eac6de505b7ed7b17bef119511284519f8d"
"CAND-000635__8bca5da8","Use of large language models for providing automated feedback in medical imaging education: a systematic review","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a registered PRISMA systematic review focused on LLM automated feedback in medical imaging education within healthcare, and it explicitly emphasizes human expert oversight and hybrid human-AI feedback. However, the provided text contains no evidence of conversational systems, chatbots, agents, RAG, guardrails, audit/logging, or broader operational governance mechanisms central to the review scope.","","","CAND-000635__8bca5da8.pdf","74ca6e1045f19b2461852ef02c5261cde5398dcfcbcd75304c8b05658dd6b300"
"CAND-000636__1f0a9ecd","Evaluating AI‑generated vs. human‑written reading comprehension passages: an expert SWOT analysis and comparative study for an educational large‑scale assessment","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","O artigo trata de geração de textos de compreensão leitora com GPT-4 para avaliações educacionais em larga escala, enfatizando supervisão humana e refinamento humano, mas não aborda governança conversacional, sistemas conversacionais, guardrails, auditoria, compliance operacional ou mecanismos de contestação em agentes/chatbots.","","","CAND-000636__1f0a9ecd.pdf","bebfcf81f5cbc7437d232bda30ef29c9a7004b2d9cc8cfd4a3a63292dd3efd08"
"CAND-000637__ba4bcb7c","From setting to vetting: using artificial intelligence for Single Best Answer questions review","exclude","exclusao","sim","adjudicacao_pipeline","","The article empirically evaluates an LLM-based QA-bot for vetting SBA questions and emphasizes human oversight as essential for educational and clinical relevance. However, the provided text contains no focus on conversational AI, chatbots/agents for end users, or governance mechanisms such as guardrails, observability, audit, compliance, contestation, or post-deployment monitoring of conversational systems. The human oversight described is a first-pass review workflow for assessment items, which falls outside the review's conversational governance scope despite LLM use in a regulated education domain.","","","CAND-000637__ba4bcb7c.pdf","efd665826d2c08240f4876be6ced22bf5866f2b1ecec3d69dee9501680cb1741"
"CAND-000638__9a4fc36c","Should the Food and Drug Administration Limit Placebo-Controlled Trials?","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","Python screening scored 0/3 on LLM and conversational dimensions. Provided text consistently addresses placebo-controlled trials, FDA regulatory practice, and bioethics in clinical research. Regulated-domain and oversight terms appear in a biomedical trial context, not conversational AI governance. Retained only as foundational contextual reference for regulatory oversight and ethics in regulated health settings.","","","CAND-000638__9a4fc36c.pdf","16550065dce0c53ee00bf667575911932af1e0c1e41629c2c629d6e84bc307ca"
"CAND-000645__e2b3cd66","Large Language Models in Medicine: Clinical Applications, Technical Challenges, and Ethical Considerations","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","Peer-reviewed narrative review of LLMs in clinical medicine that explicitly addresses patient communication, accountability, privacy, bias, safety, transparency, and human oversight in a regulated healthcare context. Relevant to conversational governance themes but not focused on governance frameworks, guardrails, observability, or conversational system design; best treated as supporting rather than central evidence.","","","CAND-000645__e2b3cd66.pdf","f0aab82a01d1758a2fde4a4c500e9570e81eee0153a59ffdc7b0d221590283b3"
"CAND-000647__e7f6742e","Human–AI hybrid finance: from AI tools to decision systems","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","Integrative conceptual review explicitly centered on allocating authority, oversight, and accountability in financial workflows, integrating FinLLMs, generative AI, agentic finance, governance, explainability, and contestability in a regulated finance context. Strong governance and LLM relevance, but conversational/chatbot governance is secondary rather than primary.","","","CAND-000647__e7f6742e.pdf","2253b7390fdfdfc2da6bcfab43618ae705335317a1a2e2c4a78ee6531696c666"
"CAND-000649__2cff9428","LLMOps, AgentOps, and MLOps for Generative AI: A Comprehensive Review","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a 2025 review focused on operational frameworks (MLOps, LLMOps, AgentOps) for generative and agentic AI, with explicit coverage of monitoring, debugging, observability, prompt management, hallucination mitigation, ethical considerations, and enterprise deployment. It aligns with operational/technical governance dimensions of the review scope but does not center conversational governance, chatbots, or regulated conversational oversight; only page 1 was available for appraisal.","","","CAND-000649__2cff9428.pdf","b308d91c5b64b28383d62064a8615d8f5ce36bb5934a7151a9f4247723f7060a"
"CAND-000652__44b9579a","AGENTOPS: ENABLING OBSERVABILITY OF LLM AGENTS","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The paper directly addresses observability, monitoring, logging, and analytics for LLM agents via an AgentOps taxonomy derived from a systematic mapping study, which aligns with operational and technical governance dimensions of the review. However, the provided text contains no explicit focus on conversational systems, chatbots, regulated high-stakes domains, human oversight, compliance, or accountability beyond general AI safety framing.","","","CAND-000652__44b9579a.pdf","fc2a9aca1107bf4faace5cc18966f4bd85b05109793ca0cc7df6a3fcf88dadf3"
"CAND-000653__0a6778e3","Ethical perspectives on deployment of large language model agents in biomedicine: a survey","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a peer-reviewed survey on ethical deployment of LLM agents in biomedicine, mapping risks, mitigation strategies, and governance frameworks relevant to regulated use. It strongly addresses LLMs, accountability, guardrailing, and post-deployment monitoring, but the provided text does not establish conversational systems, chatbots, or conversational governance as the primary object of study.","","","CAND-000653__0a6778e3.pdf","1c1138aa550986186fc625e5330fac20fb0a374dc6b17c0a99462be8dffa6504"
"CAND-000654__3d0d74bf","TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a 2025 preprint review focused on TRiSM for LLM-based agentic multi-agent systems, directly addressing AI governance, trust, risk, security, explainability, accountability, privacy, audit logging, and human-in-the-loop. It is highly relevant to governance of LLM-based systems in regulated contexts, but the provided text emphasizes agentic multi-agent architecture and TRiSM pillars rather than conversational governance, chatbots, or dialogue-specific oversight mechanisms. It is therefore best treated as supporting rather than central evidence for a review on conversational governance.","","","CAND-000654__3d0d74bf.pdf","1466388379459ca496d8e6a3037a79afa90d7aee65ca797bc3c796cbd0bc1667"
"CAND-000656__6e07d271","Why ML Models Fail to Reach Production","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is primarily a narrative bibliographic review on barriers to ML productionization and MLOps practices. It offers partial relevance through data governance failures, monitoring, deployment discipline, regulated financial sector cases, and a future-oriented LLMOps subsection mentioning RAG, guardrails, and human evaluation. However, it does not centrally address conversational governance, chatbots, agents, accountability/handoff/contestation in conversational systems, or regulated LLM conversational deployments. LLM content is confined mainly to section 10.1 and is operational rather than governance-of-conversation focused.","","","CAND-000656__6e07d271.pdf","878599d9dff09ee028ac0fac62723ef9c179801f6a32a8a803cf06bcf39fe0b5"
"CAND-000658__4c5b0269","MLOps and LLMOps Engineering for Deployment and Evaluation of AI Models","borderline","evidencia_apoio","sim","adjudicacao_manual_v2","","Dissertação aplicada sobre LLMOps em ambiente empresarial, com pipeline padronizado de avaliação, rastreabilidade e integração a CI/CD. Oferece mecanismos operacionais transferíveis para governança de sistemas regulados, embora não seja evidência central.","The solution demonstrated how standardized, reusable evaluation workflows can be integrated into CI/CD environments to ensure traceability, scalability, and reproducibility.","2","CAND-000658__4c5b0269.pdf","922fca666382135462af89a06673e3045235bc59d769d40c701d65113bf77d4c"
"CAND-000659__dc04c247","Employee-Driven Leakage of Technical Documentation into General-Purpose LLMs: An Integrative Review","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The paper is an integrative review focused on employee-driven leakage of technical documentation into general-purpose LLMs and proposes an auditable governance approach with a minimal guardrail stack. It is relevant to operational LLM governance, observability, compliance, and escalation, but it is not centered on conversational AI systems or conversational governance in regulated high-stakes domains.","","","CAND-000659__dc04c247.pdf","1d2a08598224bc0d1cb70344e52e4dcf7326e510218fbfd2eaafef6db99c5b74"
"CAND-000660__8ec8ca81","LLM Code Smells: A Taxonomy and Detection Approach","exclude","exclusao","sim","adjudicacao_pipeline","","Although the study is strongly LLM-specific and methodologically solid for software engineering quality, the provided text addresses taxonomy and detection of code smells in LLM-integrating software systems. It does not discuss conversational AI governance, chatbots/agents as governed socio-technical systems, regulatory compliance, auditability, human supervision, or high-stakes regulated contexts central to the review scope.","","","CAND-000660__8ec8ca81.pdf","11a09a1f2511561240b5f59b97ba367e56c1bedf945ea8c096e8b7cccb110222"
"CAND-000662__dc323fee","Designing Enterprise Data Architecture for AI-First Government and Higher Education Institutions","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article primarily proposes an enterprise data architecture for AI-first government and higher education institutions rather than studying conversational governance directly. It is relevant as supporting evidence because it explicitly addresses LLMOps, RAG, guardrails, safety filters, and governed deployment of LLMs used as chatbots and policy assistants within regulated public-sector and education contexts.","","","CAND-000662__dc323fee.pdf","c25d3286dcdf0072fe3dac9631c70e926bf969ff5323aadc7653cc56e6ffb3ca"
"CAND-000664__e13cd767","Defining Success in Probabilistic Products: Key Performance Indicators and Lifecycle Management for Generative AI Applications in Enterprise","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article directly addresses enterprise generative AI and LLMs, proposing AI-native KPIs and a Probabilistic Product Lifecycle with human-in-the-loop governance, risk, and compliance dimensions. However, the provided text centers on product management metrics and lifecycle evaluation rather than conversational AI governance architecture, making it better suited as supporting rather than central evidence for conversational governance in regulated settings.","","","CAND-000664__e13cd767.pdf","522a665c9c0bf777d2817ed016620471bda14bca6619043407565eee08fcf7bd"
"CAND-000665__7ebbcd22","A Privacy by Design Framework for Large Language Model-Based Applications for Children","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article proposes a Privacy-by-Design framework mapping GDPR, PIPEDA, COPPA, UNCRC, and AADC principles to LLM application stages, including operational monitoring and ongoing validation, with a case study of an LLM-based educational tutor for children under 13. It is relevant to governance, privacy, compliance, and regulated educational LLM use, but the primary contribution is children's data privacy rather than conversational governance mechanisms such as oversight, contestation, or accountability in dialogue systems.","","","CAND-000665__7ebbcd22.pdf","8878fbfb4a1312f0168852960ede710fdc79a22a7e9436470cbbac14ede1600c"
"CAND-000668__48d53ee9","Governance risks of AI reasoning in urban infrastructure through Delphi audit of human and large language model judgment","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article directly addresses governance, accountability, regulatory compliance, and sociotechnical auditing of commercial LLMs in public-sector urban infrastructure, which aligns with regulated-context LLM governance concerns. However, the provided text frames LLMs primarily as decision-support and reasoning tools rather than conversational systems, chatbots, agents, or RAG pipelines, so it is better classified as supporting rather than central evidence for conversational governance.","","","CAND-000668__48d53ee9.pdf","20af485b67d580dbe8cc0864a43e07dbda88657e505a99487fc0b25ff6f43b31"
"CAND-000669__446b7113","Enterprise-Scale Risk Decision Intelligence Systems Using Large Language Models (LLMs) For Automated Governance, Compliance, and Policy Enforcement","borderline","evidencia_apoio","sim","adjudicacao_manual_v2","","Estudo quantitativo sobre LLMs para governança, compliance e aplicação de políticas, com profissionais de finanças, saúde, seguros e outros setores. Sustenta mecanismos organizacionais e regulatórios como evidência de apoio.","enterprise-scale risk decision intelligence systems using Large Language Models (LLMs) for automated governance, compliance, and policy enforcement","1","CAND-000669__446b7113.pdf","25f4d5c85b7ca9291bcb15d6cb9529d9047cb32ae3662e1882c6df17790fb14f"
"CAND-000670__53f78b60","AI-Driven Governance Systems for Proactive Regulatory Compliance and Fraud Risk Management in Financial Service Environments","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","O estudo é uma revisão sobre tecnologias regulatórias orientadas por IA em finanças, com ênfase em compliance, fraude, accountability e frameworks como Basel III, GDPR e AML. Há relevância contextual para governança de IA em ambiente regulado, porém não há evidência no excerto sobre sistemas conversacionais, handoff, contestação conversacional, guardrails de LLM, RAG, observabilidade de agentes ou modelos de linguagem de grande escala.","","","CAND-000670__53f78b60.pdf","25d1c6ca0643fe214b02bcf3e4d7f8eb2a8d9764a823f5a3a18a1f608f62da37"
"CAND-000672__09be4225","Building a Safe and Transparent Workflow for Large Language Model (LLM)-Assisted Clinical Trials and Prediction Models: A Technical Report","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article directly addresses LLM governance, accountability, audit trails, human oversight, privacy, and security in a regulated healthcare research context, but the provided text focuses on workflows for clinical trials and prediction models rather than conversational AI systems, chatbots, or agents.","","","CAND-000672__09be4225.pdf","74b2f2aea873ccb396292a64111d213edfc04648a913e028a79f1e1b49f7655e"
"CAND-000673__d5982e69","Large Language Models for Cybersecurity Policy Compliance and Risk Mitigation","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article directly addresses LLMs for policy compliance, regulatory interpretation, risk mitigation, governance, monitoring, and human oversight in regulated cybersecurity contexts (GDPR, HIPAA, NIST, ISO 27001). However, the provided text contains no evidence of conversational systems, chatbots, agents, RAG, or conversational governance, which is the core scope of the review. It is relevant as supporting evidence on LLM governance/compliance/risk rather than central conversational-governance evidence.","","","CAND-000673__d5982e69.pdf","06b6942104b741418e7dfe48e5679f08c4df740f2905c1a561bdae4b0bd9a4fb"
"CAND-000674__23bcd764","Trustworthy AI in Financial Risk Management: Applications for SME Compliance, Consumer Protection, and Audit Readiness","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper strongly aligns with regulated-domain governance themes (fairness, transparency, accountability, audit, compliance, bias, explainability) in financial services, it does not address conversational governance or LLM-based conversational systems. NLP is mentioned only as a general ML technique in risk assessment literature, not as conversational AI governance.","","","CAND-000674__23bcd764.pdf","e56f1b5e6d071428efdfb829016b08ddcbec4b594ecf7ec35662df21726b27d3"
"CAND-000675__5f70aca1","Large Language Models in Healthcare Management: Implementation Evidence, Governance Architecture, and Strategic Pathways","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a healthcare-focused LLM implementation review with an explicit governance-and-safety domain, institutional accountability, human oversight, auditable logs, and regulated-context risks. Provided text does not establish conversational governance as the central object of study; relevance to the review is primarily through broader LLM governance architecture in a regulated healthcare setting.","","","CAND-000675__5f70aca1.pdf","b380569b1af61f0903121cc6115f0ebdb72777ed5707c30cb03e4aa43c9dcfa9"
"CAND-000678__f125a548","Electronic Governance Controls for AI-Enabled Agentic Large Language Models in Digital Government (Compliance-by-Design and Evidence-Linked Evaluation)","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The provided text strongly addresses governance, accountability, privacy, auditability, compliance-by-design, and human-in-the-loop controls for LLM-enabled agentic systems in regulated public-sector digital government. However, no explicit conversational AI, chatbot, or conversational-system evidence appears in the supplied excerpts, so it is better classified as supporting rather than central evidence for a conversational-governance-focused review. Full-text confirmation is needed because only front matter and partial introduction were supplied.","","","CAND-000678__f125a548.pdf","cc07840dcad7a9e044b4eb4549e8d199db150705f4c0a60bb9984277dbde98c6"
"CAND-000679__ccc86af8","The Ethical Compass of the Machine: Evaluating Large Language Models for Decision Support in Construction Project Management","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The study empirically evaluates ethical viability, accountability, explainability, and human-in-the-loop oversight for LLMs in high-stakes construction decision support, aligning with governance and oversight themes. However, the provided text frames LLMs as decision-support systems rather than conversational AI, chatbots, or agentic dialogue systems, so fit with conversational governance is indirect rather than central.","","","CAND-000679__ccc86af8.pdf","28b8b4722d03002f536dc90c49e665036bfe5af48cdfd0877393374ab4b7899b"
"CAND-000681__d83504a2","Unified AI Security Posture Management Framework for Multi-Cloud Large Language Model Deployments","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a survey on Unified AI Security Posture Management for multi-cloud LLM deployments, with explicit coverage of governance, compliance, monitoring, and regulated sectors (finance, healthcare, government). It does not address conversational systems, chatbots, agents, or conversational governance mechanisms, so it is better classified as supporting evidence for operational and security governance rather than central evidence for conversational governance.","","","CAND-000681__d83504a2.pdf","1e8cd78afe5ba86f32e7a91b67de3d4e157a333cc5844b6dcac01ab1b8253256"
"CAND-000683__3382ef12","Model Risk Governance for AI-Based Compliance Systems in Investment Banking","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article addresses AI governance, model risk governance, explainability, fairness, accountability, validation, lifecycle management, and compliance in regulated investment banking, which aligns partially with the review's governance and regulated-context dimensions. However, the provided text contains no discussion of conversational systems, chatbots, agents, LLMs, RAG, guardrails, human handoff, contestation, or other conversational governance mechanisms. NLP is mentioned only for parsing regulatory documents, not for conversational interaction.","","","CAND-000683__3382ef12.pdf","eb84492f0dc5db33825b5a98781705ffee14bfaf8767aeadc73921f34d755831"
"CAND-000685__2220b899","The Role Of Audit Committees In Strengthening Governance And Risk Management In Banks: Evidence From Nepal","exclude","exclusao","sim","adjudicacao_pipeline","","Although the article scores on generic governance, banking, compliance, audit, and risk terms, the review scope requires governance of LLM-based conversational systems in regulated settings. The provided text contains zero references to LLMs, generative AI, conversational interfaces, or AI system oversight mechanisms. Governance here refers to board-level audit committee oversight of financial reporting and institutional risk, not AI or conversational governance.","","","CAND-000685__2220b899.pdf","67491749235122fab957c8f683475b617f707905b574cb212d7907015fe28045"
"CAND-000686__2351e0eb","Reducing sustainable supply chain risks: a digital technology-enabled risk management framework for ESG-oriented engineering procurement","exclude","exclusao","sim","adjudicacao_pipeline","","Python triage over-matched governance, compliance, risk, and LLM terms. The article is an Open Access Review proposing DEEP-RM for sustainable supply chain procurement risk management. LLM appears alongside Blockchain, MAS, and IoT for multi-source risk identification, assessment, human-machine solution design, and monitoring—not for conversational governance, guardrails, observability of dialogue, human oversight of conversational outputs, or regulated conversational system accountability. Conversational AI dimension scored 0/3 in deterministic triage.","","","CAND-000686__2351e0eb.pdf","aa7b1d3935b37b8d825f29e6a2d3a1ac62b1c0e51e42d0a8341fd4bf25329742"
"CAND-000688__0212819a","Modelo de maturidade em gerenciamento de riscos em projetos","exclude","exclusao","sim","adjudicacao_pipeline","","O resumo e o corpo disponível tratam de cultura, processos e procedimentos de gerência de riscos em projetos e da proposta do MMGP para mensurar capacidade organizacional. Não há menção a LLMs, chatbots, agentes, RAG, guardrails ou governança de sistemas conversacionais. Os termos de risco, auditoria, monitoramento e contextos regulados aparecem no domínio de gerenciamento de projetos, não no domínio-alvo da revisão.","","","CAND-000688__0212819a.pdf","8ce8c1c57134e5cc76e5ec40f09e54b37368d322d551ba1052d8fc5312913ba5"
"CAND-000689__75a989f5","A Stochastic Processes Toolkit for Risk Management","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper concerns risk management in financial institutions, its focus is statistical modeling of asset risk factors via stochastic processes, calibration, and simulation. Python screening hits for terms such as bias, standard, law, and question reflect statistical and mathematical usage, not AI governance. There is no evidence of conversational AI or LLM-based systems.","","","CAND-000689__75a989f5.pdf","692e83158983012b545dba93eefaa737f78247345ace00a189b754a9e0e137ef"
"CAND-000690__1541e652","Robust blue-green urban flood risk management optimised with a genetic algorithm for multiple rainstorm return periods","exclude","exclusao","sim","adjudicacao_pipeline","","Although automated triage matched generic terms such as risk, compliance, government, policy, standard, challenge, and question, these occur in a hydrological-engineering context (flood damage, rainfall standards, Scottish Government EAD equation, city planning policy). The study's core contribution is a multi-objective optimisation framework for BGI design across multiple rainstorm return periods, not governance of conversational or LLM-based systems in regulated settings.","","","CAND-000690__1541e652.pdf","de402068f02ed0c60ee1f441aca76de6bb429b641ddf130b084e9701ee59de4d"
"CAND-000692__f5f77291","Contraction or steady state? An analysis of credit risk management in Italy in the period 2008-2012","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The paper is an empirical banking economics study on credit supply fluctuations, default rates, and Basel II/III countercyclical policy. It offers only distant foundational context on regulated financial risk management and governance, not evidence on conversational or LLM governance in regulated environments.","","","CAND-000692__f5f77291.pdf","8f0bd284bacb122bc6849a8c65c1f702387b7cfa1ba0f390be2bfdb27f2560d6"
"CAND-000693__8b624dbb","Understanding and managing blockchain protocol risks","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper offers a regulated-sector risk management framework with governance, compliance, monitoring and reporting themes, its technology context is blockchain/DLT rather than LLM-based conversational systems. Machine learning appears only in an author biography, not as the study subject. Conversational AI terms are absent from the evidence.","","","CAND-000693__8b624dbb.pdf","b6b86af7461cc4146faf911531d6e3ff42c12d8c018230cc7cc04eb791d67886"
"CAND-000694__b8433654","Enhancing Efficiency of Pension Schemes through Effective Risk Governance: A Kenyan Perspective","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper addresses governance, risk management, and compliance in a regulated financial domain (pensions), it is entirely about board-level corporate governance and pension scheme efficiency. It does not study conversational AI, LLM-based systems, or generative AI governance. Generic governance and risk terminology in a pre-AI financial context does not meet inclusion criteria for a systematic review on conversational governance in LLM systems.","","","CAND-000694__b8433654.pdf","0e9fe39f9cc371ae1dae2680403e493534b3798e444b01a7abdbd576bc361d5a"
"CAND-000696__6e4364a4","SHARP: Social Harm Analysis via Risk Profiles for Measuring Inequities in Large Language Models","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The paper directly addresses responsible evaluation and governance of LLMs in high-stakes domains through a multidimensional risk-profiling framework, but the provided text does not establish operational conversational governance mechanisms such as chatbot supervision, guardrails, observability, audit logs, handoff, or contestation workflows.","","","CAND-000696__6e4364a4.pdf","1d8f869b40f949d216d25f945960cbda78359bf932a3b237ba82b3e517aa998b"
"CAND-000697__32eb140c","Governance, Risk, and Regulation: A Framework for Improving Efficiency in Kenyan Pension Funds","exclude","exclusao","sim","adjudicacao_pipeline","","Keyword overlap on governance, risk, compliance, accountability, and regulated financial context produced a false-positive triage score. The article's governance focus is institutional board governance of pension funds, not conversational or LLM governance in regulated AI systems.","","","CAND-000697__32eb140c.pdf","a9f5da9aaec3aa6ae62e8ae580f6ec6ba87dda9948190f85649b39a9d4d1dc31"
"CAND-000699__f9737c9b","Bayesian Modeling for Uncertainty Management in Financial Risk Forecasting and Compliance","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper strongly engages regulated finance, compliance, risk management, interpretability, transparency, and governance-related concerns, it does not study generative AI, LLMs, chatbots, agents, RAG, or conversational governance mechanisms required by the review's core scope. Relevance is contextual at best and insufficient for inclusion as central or supporting evidence on conversational LLM governance.","","","CAND-000699__f9737c9b.pdf","38e58a535f5be42d06017bea3839e1ba5e92df93121fb1e6fa2557802e752130"
