identificador,titulo,classificacao_publicada,status_checkpoint_historico,estudo_id_pipeline,decisao_llm,decisao_consenso,evidencias_validas_pipeline,evidencias_invalidas_pipeline,metodo_verificacao_v2_final,evidencia_verificada,pagina_verificada,secao_verificada,finalidade_evidencia,status_verificacao_v2_final,observacao,alerta_historico_flag,ancora_normalizada_alerta_flag,evidencia_alternativa_alerta_flag,pendencia_flag
CAND-000611__2ba3fc74,Human-Centered Evaluation of an LLM-Based Process Modeling Copilot: A Mixed-Methods Study with Domain Experts,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_570e80040066,supporting_evidence,supporting_evidence,6,4,correspondencia_literal_normalizada_no_texto_integral,"Recent systems such as ProMoAI [13], BPMN Chatbot [11], and Camunda BPMN Copilot [6] illustrate the potential of conversational process modeling.",2,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000615__1dea796c,"Formalising Human-in-the-Loop: Computational Reductions, Failure Modes, and Legal–Moral Responsibility",evidencia_apoio,checkpoint_sem_alerta,S_a75d997aaf4f,supporting_evidence,supporting_evidence,14,0,correspondencia_literal_normalizada_no_texto_integral,"FORMALISING HUMAN-IN-THE-LOOP: COMPUTATIONAL REDUCTIONS, FAILURE MODES, AND LEGAL–MORAL RESPONSIBILITY Maurice Chiodo",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000621__fd663529,From Control to Foresight: Simulation as a New Paradigm for Human–Agent Collaboration,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_814b860e1938,supporting_evidence,supporting_evidence,11,1,correspondencia_literal_normalizada_no_texto_integral,"From Control to Foresight: Simulation as a New Paradigm for Human–Agent Collaboration GAOLE HE, National University of Singapore, Singapore BRIAN Y. LIM",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000635__8bca5da8,Use of large language models for providing automated feedback in medical imaging education: a systematic review,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_f0e444ebfa3a,supporting_evidence,supporting_evidence,10,2,correspondencia_literal_normalizada_no_texto_integral,We conducted this systematic review in accordance with the PRISMA 2020 guidelines.,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000636__1f0a9ecd,Evaluating AI‑generated vs. human‑written reading comprehension passages: an expert SWOT analysis and comparative study for an educational large‑scale assessment,evidencia_apoio,checkpoint_sem_alerta,S_098237e01e72,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,Large-scale Assessments in Education (2025) 13:20 https://doi.org/10.1186/s40536-025-00255-w,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000645__e2b3cd66,"Large Language Models in Medicine: Clinical Applications, Technical Challenges, and Ethical Considerations",evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_8bcf007eb043,supporting_evidence,supporting_evidence,6,4,correspondencia_literal_normalizada_no_texto_integral,Review Article,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000649__2cff9428,"LLMOps, AgentOps, and MLOps for Generative AI: A Comprehensive Review",evidencia_apoio,checkpoint_sem_alerta,S_0a9d2556aa02,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,"LLMOps, AgentOps, and MLOps for Generative AI: A Comprehensive Review",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000652__44b9579a,AGENTOPS: ENABLING OBSERVABILITY OF LLM AGENTS,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_a785d8e1e020,supporting_evidence,supporting_evidence,8,3,correspondencia_literal_normalizada_no_texto_integral,"Hereafter, we use ""agents"" to refer specifically to LLM agents throughout this paper.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000653__0a6778e3,Ethical perspectives on deployment of large language model agents in biomedicine: a survey,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_6bdf2a6164f7,supporting_evidence,supporting_evidence,9,1,correspondencia_literal_normalizada_no_texto_integral,"The present study conducts a review of peer-reviewed literature on the ethical dimensions of LLMs and LLM-based agents across technical, biomedical, and societal domains.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000654__3d0d74bf,"TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems",evidencia_apoio,checkpoint_sem_alerta,S_fb955fd009c6,supporting_evidence,supporting_evidence,12,0,correspondencia_literal_normalizada_no_texto_integral,"This review presents a structured analysis of Trust, Risk, and Security Management (TRiSM) in the context of LLM-based Agentic Multi-Agent Systems (AMAS).",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000656__6e07d271,Why ML Models Fail to Reach Production,evidencia_apoio,checkpoint_sem_alerta,S_3158ba4742d6,supporting_evidence,supporting_evidence,12,0,correspondencia_literal_normalizada_no_texto_integral,Through a narrative bibliographic review drawing on peer- reviewed literature and technical documentation from recognized industry organizations,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000658__4c5b0269,MLOps and LLMOps Engineering for Deployment and Evaluation of AI Models,evidencia_apoio,verificada_manual_v2,S_19b1423ccb49,borderline,borderline,10,0,correspondencia_literal_normalizada_no_texto_integral,"The solution demonstrated how standardized, reusable evaluation workflows can be integrated into CI/CD environments to ensure traceability, scalability, and reproducibility.",2,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000659__dc04c247,Employee-Driven Leakage of Technical Documentation into General-Purpose LLMs: An Integrative Review,evidencia_apoio,checkpoint_sem_alerta,S_7e9b04f3fc50,supporting_evidence,supporting_evidence,14,0,correspondencia_literal_normalizada_no_texto_integral,Original Scientific Paper/Original naučni rad,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000662__dc323fee,Designing Enterprise Data Architecture for AI-First Government and Higher Education Institutions,evidencia_apoio,checkpoint_sem_alerta,S_0d360c648228,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,"Methodologically, the work follows a design-science approach, synthesizing recent industry and policy literature, deriving a multi-stakeholder requirements matrix, and mapping representative public-sector and higher-education use cases",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000664__e13cd767,Defining Success in Probabilistic Products: Key Performance Indicators and Lifecycle Management for Generative AI Applications in Enterprise,evidencia_apoio,checkpoint_sem_alerta,S_e4d800933bd1,supporting_evidence,supporting_evidence,8,0,correspondencia_literal_normalizada_no_texto_integral,"For a given input, a Large Language Model may generate multiple plausible responses, each varying in accuracy, completeness, cost, and risk.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000665__7ebbcd22,A Privacy by Design Framework for Large Language Model-Based Applications for Children,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_b39f61537022,supporting_evidence,supporting_evidence,7,1,correspondencia_literal_normalizada_no_texto_integral,A Privacy by Design Framework for Large Language Model-Based Applications for Children,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000668__48d53ee9,Governance risks of AI reasoning in urban infrastructure through Delphi audit of human and large language model judgment,evidencia_apoio,checkpoint_sem_alerta,S_c8f2dc296a22,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,Governance risks of AI reasoning in urban infrastructure through Delphi audit of human and large language model judgment,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000669__446b7113,"Enterprise-Scale Risk Decision Intelligence Systems Using Large Language Models (LLMs) For Automated Governance, Compliance, and Policy Enforcement",evidencia_apoio,verificada_manual_v2,S_d6062898da84,borderline,borderline,8,2,correspondencia_literal_normalizada_no_texto_integral,"enterprise-scale risk decision intelligence systems using Large Language Models (LLMs) for automated governance, compliance, and policy enforcement",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000672__09be4225,Building a Safe and Transparent Workflow for Large Language Model (LLM)-Assisted Clinical Trials and Prediction Models: A Technical Report,evidencia_apoio,checkpoint_sem_alerta,S_9ec6e84e558e,supporting_evidence,supporting_evidence,11,0,correspondencia_literal_normalizada_no_texto_integral,Review began 08/29/2025 Review ended 09/11/2025 Published 09/17/2025,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000673__d5982e69,Large Language Models for Cybersecurity Policy Compliance and Risk Mitigation,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_3a2c1d07d1a0,supporting_evidence,supporting_evidence,9,1,correspondencia_literal_normalizada_no_texto_integral,Large Language Models for Cybersecurity Policy Compliance and Risk Mitigation,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000675__5f70aca1,"Large Language Models in Healthcare Management: Implementation Evidence, Governance Architecture, and Strategic Pathways",evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_336a54b92a7f,supporting_evidence,supporting_evidence,8,2,correspondencia_literal_normalizada_no_texto_integral,"This review focuses on five implementation domains: model foundations and adaptation, knowledge retrieval and question answering, document intelligence, operations and decision support, and governance and safety.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000678__f125a548,Electronic Governance Controls for AI-Enabled Agentic Large Language Models in Digital Government (Compliance-by-Design and Evidence-Linked Evaluation),evidencia_apoio,checkpoint_sem_alerta,S_0c676a15aefd,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,This paper aims to propose an electronic- governance framework that enables governed use of LLM-enabled agentic systems under binding constraints.,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000679__ccc86af8,The Ethical Compass of the Machine: Evaluating Large Language Models for Decision Support in Construction Project Management,evidencia_apoio,checkpoint_sem_alerta,S_485e0b2803b9,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,"A mixed-methods research design was employed, involving the quantitative performance testing of two leading LLMs against twelve real-world ethical scenarios using a novel Ethical Decision Support Assessment Checklist (EDSAC), and qualitative analysis of semi-structured interviews with 12 industry experts",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000681__d83504a2,Unified AI Security Posture Management Framework for Multi-Cloud Large Language Model Deployments,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_a7b2cd2e291e,supporting_evidence,supporting_evidence,7,1,correspondencia_literal_normalizada_no_texto_integral,This survey presents emerging Unified AI Security Posture Management (UAI-SPM) frameworks for hosting LLM applications in multi-cloud environments.,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000696__6e4364a4,SHARP: Social Harm Analysis via Risk Profiles for Measuring Inequities in Large Language Models,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_c085643e9725,supporting_evidence,supporting_evidence,10,1,correspondencia_literal_normalizada_no_texto_integral,"Large language models (LLMs) are increasingly deployed in high-stakes domains, where rare but severe failures can result in irreversible harm.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000701__5b2c1dc7,Towards AI Accountability Infrastructure: Gaps and Opportunities in AI Audit Tooling,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_138307b3e888,supporting_evidence,supporting_evidence,8,2,evidencia_alternativa_literal_normalizada_no_texto_integral,they often fall short in supporting accountability,1,Abstract,synthesis,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,0,1,0
CAND-000704__1238b2f3,Audit Trails for Accountability in Large Language Models,evidencia_central,checkpoint_sem_alerta,S_14f37b13b9c6,central_evidence,central_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,"Large language models (LLMs) are increasingly embedded in consequential decisions across healthcare, finance, employment, and public services.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000707__6b8a4b2b,Learning From Failure: Integrating Negative Examples when Fine-tuning Large Language Models as Agents,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_bda2e94b3e7c,supporting_evidence,supporting_evidence,5,4,evidencia_alternativa_literal_normalizada_no_texto_integral,"we improve model performance by a large margin on mathematical reasoning, multi-hop question answering, and strategic question answering tasks.",1,abstract,eligibility,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,0,1,0
CAND-000712__1c8571e0,Rethinking LLMOps for Fraud and AML: Building a Compliance-Grade LLM Serving Stack,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_9ecf46ee3761,supporting_evidence,supporting_evidence,9,1,correspondencia_literal_normalizada_no_texto_integral,deploying LLMs in regulated finan- cial systems is not simply a matter of choosing the strongest model,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000713__bc25987d,Compliance-Scored Best-of-N Guardrail Orchestration for Multimodal Document Generation in Payments Dispute Defense,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_dc990619ff1a,supporting_evidence,supporting_evidence,7,5,evidencia_alternativa_literal_normalizada_no_texto_integral,"Variable cohorts show higher count win rates than controls overall (301/659 vs. 536/1548; +11.0 pp, 95% CI [6.6, 15.5], p < 0.001)",1,Abstract,synthesis,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,0,1,0
CAND-000718__61c79d62,Learning Efficient Guardrails for Compliance,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_2282e03f8f30,supporting_evidence,supporting_evidence,10,2,correspondencia_literal_normalizada_no_texto_integral,"we introduce POLICYGUARD- BENCH, a benchmark of 60k policy-trajectory pairs",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000720__8730e8ec,Why LLM Safety Guardrails Collapse After Fine-tuning: A Similarity Analysis Between Alignment and Fine-tuning Datasets,evidencia_apoio,checkpoint_com_alerta: decision_evidence_conflict|llm_evidence_not_found,S_e11a6bc2895e,supporting_evidence,supporting_evidence,5,6,correspondencia_literal_normalizada_no_texto_integral,arXiv:2506.05346v1 [cs.CR] 5 Jun 2025 Why LLM Safety Guardrails Collapse After Fine-tuning,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000721__5ba14ce5,Who judges the judges? Governance from metrics: a runtime framework for continuous LLM compliance monitoring,evidencia_central,checkpoint_sem_alerta,S_0129cd4f33e1,central_evidence,central_evidence,12,0,correspondencia_literal_normalizada_no_texto_integral,"Current approaches to AI compliance treat conformity as a binary, audit-time verdict rather than a continuous, measurable property of production systems.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000725__f8c9fd58,AI Trust OS — A Continuous Governance Framework for Autonomous AI Observability and Zero-Trust Compliance in Enterprise Environments,evidencia_central,checkpoint_com_alerta: llm_evidence_not_found,S_c17181c2df82,central_evidence,central_evidence,9,6,evidencia_alternativa_literal_normalizada_no_texto_integral,"proactive discovery over reactive declaration, telemetry evidence over manual attestation, continuous posture over point-in-time audit, and architecture-backed proof over policy-document trust",2,Abstract,coding,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,0,1,0
CAND-000727__603723b4,NeMo Guardrails: A Toolkit for Controllable and Safe LLM Applications with Programmable Rails,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_3166efa1fc7a,supporting_evidence,supporting_evidence,6,3,correspondencia_literal_normalizada_no_texto_integral,easily adding programmable guardrails to LLM-based conversational systems,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000730__970b2c20,Computable Gap Assessment of Artificial Intelligence Governance in Children's Centres: Evidence-Mechanism-Governance-Indicator Modelling of UNICEF's Guidance on AI and Children 3.0 Based on the Graph-GAP Framework,evidencia_apoio,checkpoint_sem_alerta,S_8ff8696ee38c,supporting_evidence,supporting_evidence,12,0,correspondencia_literal_normalizada_no_texto_integral,"regulatory texts often outline principles and requirements yet lack reproducible evidence anchors, clear causal pathways, executable governance toolchains, and computable audit metrics",2,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000753__02175825,ChatGPT vs Google for Queries Related to Dementia and Other Cognitive Decline: Comparison of Results,evidencia_apoio,verificada_manual_v2,S_ecbd603f5243,borderline,borderline,9,1,correspondencia_literal_normalizada_no_texto_integral,"Three domain experts assessed the results for their currency of information, reliability of the source, objectivity, relevance to the query, and similarity of their response.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000760__ea23b1e1,An example of governance for AI in health services from Aotearoa New Zealand,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_415ce9894941,supporting_evidence,supporting_evidence,8,2,correspondencia_literal_normalizada_no_texto_integral,Here we report on the development and establishment of comprehensive and effective governance over the development and implementation of AI tools within a health service in Aotearoa NZ.,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000772__4e3349e5,Enhancing Trust in LLM-Based AI Automation Agents: New Considerations and Future Challenges,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_201c426c9f85,supporting_evidence,supporting_evidence,12,1,correspondencia_literal_normalizada_no_texto_integral,the rapid advancements in Large Language Models (LLMs) and the emergence of LLM-based AI agent frameworks pose new challenges and opportunities,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000789__41d61e4c,A toolbox for surfacing health equity harms and biases in large language models,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_0c3ff0e51c09,supporting_evidence,supporting_evidence,9,1,correspondencia_literal_normalizada_no_texto_integral,Nature Medicine | Volume 30 | December 2024 | 3590–3600,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000799__c16dcab8,"Artificial Intelligence and Decision-Making in Oncology: A Review of Ethical, Legal, and Informed Consent Challenges",evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_5eb0ce2f6064,supporting_evidence,supporting_evidence,8,2,correspondencia_literal_normalizada_no_texto_integral,This systematic review followed the PRISMA 2020 guidelines and was prospectively registered in the PROSPERO (CRD420251046482) database.,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000811__a9083e0f,On the Complexities of Testing for Compliance with Human Oversight Requirements in AI Regulation,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_9becdcc7595a,supporting_evidence,supporting_evidence,7,5,correspondencia_literal_normalizada_no_texto_integral,Human oversight requirements are a core component of the European AI Act and in AI governance.,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000815__0b2e372a,SkinGPT-4: An Interactive Dermatology Diagnostic System with Visual Large Language Model,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_3b0b563b9910,supporting_evidence,supporting_evidence,10,1,correspondencia_literal_normalizada_no_texto_integral,"SkinGPT-4 leverages a fine-tuned version of MiniGPT-4, trained on an extensive collection of skin disease images",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000842__2434fb53,Assessing the research landscape and clinical utility of large language models: a scoping review,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_b7cf2798f36e,supporting_evidence,supporting_evidence,7,4,correspondencia_literal_normalizada_no_texto_integral,Park et al. BMC Medical Informatics and Decision Making (2024) 24:72 https://doi.org/10.1186/s12911-024-02459-6,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000861__7a07e764,A Categorical Archive of ChatGPT Failures,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_771b82e21286,supporting_evidence,supporting_evidence,9,1,correspondencia_literal_normalizada_no_texto_integral,"However, a comprehensive analysis of ChatGPT’s failures is lacking, which is the focus of this study.",2,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-000864__1f3ce3cc,SILO Language Models: Isolating Legal Risk in a Nonparametric Datastore,evidencia_apoio,checkpoint_sem_alerta,S_5874c520ad84,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,"We present SILO, a new language model that manages this risk-performance tradeoff during inference.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000973__92b52521,"Generative AI for Transformative Healthcare: A Comprehensive Study of Emerging Models, Applications, Case Studies and Limitations",evidencia_apoio,checkpoint_sem_alerta,S_3d63310b39f9,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,"Generative AI for Transformative Healthcare: A Comprehensive Study of Emerging Models, Applications, Case Studies and Limitations",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000980__a7082414,Optimization of hepatological clinical guidelines interpretation by large language models: a retrieval augmented generation-based framework,evidencia_apoio,checkpoint_sem_alerta,S_8ddd2894b04f,supporting_evidence,supporting_evidence,11,0,correspondencia_literal_normalizada_no_texto_integral,"Utilizing OpenAI’s GPT-4 Turbo model, we developed a customized LLM framework that incorporates retrieval augmented generation (RAG) and prompt engineering.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-000985__85aeb890,The Opportunities and Risks of Large Language Models in Mental Health,evidencia_apoio,checkpoint_sem_alerta,S_35ecf27dfa9a,supporting_evidence,supporting_evidence,8,0,correspondencia_literal_normalizada_no_texto_integral,Viewpoint The Opportunities and Risks of Large Language Models in Mental Health,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-001017__af7d2791,"Benchmarking large language models for congenital cataract parent counseling: safety, readability, and knowledge translation of developmental and genetic information",evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_c05262afdba6,supporting_evidence,supporting_evidence,9,3,correspondencia_literal_normalizada_no_texto_integral,"REVIEWED BY Runhan Shi, Fudan University, China John Davis Akkara",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001038__3f5a3c69,Large Language Models in Portuguese for Healthcare: A Systematic Review,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_ecc0f31eccbe,supporting_evidence,supporting_evidence,5,3,correspondencia_literal_normalizada_no_texto_integral,Large Language Models in Portuguese for Healthcare: A Systematic Review,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
