fonte,familia,consulta_canonica,consulta_adaptada,posicao,faixa_posicao,titulo,autores,ano,doi,url,resumo,identificador_fonte,data_recuperacao_utc,hash_resposta_bruta,chave_deduplicacao,duplicata_nesta_execucao_de,presente_no_corpus_historico,prioridade_triagem_automatica,decisao_humana,justificativa_humana,status_validacao_humana
OpenAlex,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)",large language model generative AI governance accountability compliance audit risk,11,1-25,"Connecting the dots in trustworthy Artificial Intelligence: From AI principles, ethics, and key requirements to responsible AI systems and regulation",Natalia Díaz-Rodríguez; Javier Del Ser; Mark Coeckelbergh; Marcos López de Prado; Enrique Herrera‐Viedma; Francisco Herrera,2023,10.1016/j.inffus.2023.101896,https://doi.org/10.1016/j.inffus.2023.101896,"Trustworthy Artificial Intelligence (AI) is based on seven technical requirements sustained over three main pillars that should be met throughout the system’s entire life cycle: it should be (1) lawful, (2) ethical, and (3) robust, both from a technical and a social perspective. However, attaining truly trustworthy AI concerns a wider vision that comprises the trustworthiness of all processes and actors that are part of the system’s life cycle, and considers previous aspects from different lenses. A more holistic vision contemplates four essential axes: the global principles for ethical use and development of AI-based systems, a philosophical take on AI ethics, a risk-based approach to AI regulation, and the mentioned pillars and requirements. The seven requirements (human agency and oversight; robustness and safety; privacy and data governance; transparency; diversity, non-discrimination and fairness; societal and environmental wellbeing; and accountability) are analyzed from a triple perspective: What each requirement for trustworthy AI is, Why it is needed, and How each requirement can be implemented in practice. On the other hand, a practical approach to implement trustworthy AI systems allows defining the concept of responsibility of AI-based systems facing the law, through a given auditing process. Therefore, a responsible AI system is the resulting notion we introduce in this work, and a concept of utmost necessity that can be realized through auditing processes, subject to the challenges posed by the use of regulatory sandboxes. Our multidisciplinary vision of trustworthy AI culminates in a debate on the diverging views published lately about the future of AI. Our reflections in this matter conclude that regulation is a key for reaching a consensus among these views, and that trustworthy and responsible AI systems will be crucial for the present and future of our society.",https://openalex.org/W4381848566,2026-08-22T21:15:23+00:00,20aaf1b1c428b6552d99d1557b933e1bad1ac62f5b704706b8592d2e550b986c,doi:10.1016/j.inffus.2023.101896,,não,regular,,,pendente
OpenAlex,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)",large language model generative AI governance accountability compliance audit risk,12,1-25,Human resource management in the age of generative artificial intelligence: Perspectives and research directions on ChatGPT,Pawan Budhwar; Soumyadeb Chowdhury; Geoffrey Wood; Herman Aguinis; Greg J. Bamber; Jose R. Beltran; Paul Boselie; Fang Lee Cooke; Stephanie Decker; Angelo S. DeNisi; Prasanta Kumar Dey; David Guest; Andrew J. Knoblich; Ashish Malik; Jaap Paauwe; Savvas Papagiannidis; Charmi Patel; Vijay Pereira; Shuang Ren; Steven G. Rogelberg; Mark N. K. Saunders; Rosalie L. Tung; Arup Varma,2023,10.1111/1748-8583.12524,https://doi.org/10.1111/1748-8583.12524,"Abstract ChatGPT and its variants that use generative artificial intelligence (AI) models have rapidly become a focal point in academic and media discussions about their potential benefits and drawbacks across various sectors of the economy, democracy, society, and environment. It remains unclear whether these technologies result in job displacement or creation, or if they merely shift human labour by generating new, potentially trivial or practically irrelevant, information and decisions. According to the CEO of ChatGPT, the potential impact of this new family of AI technology could be as big as “the printing press”, with significant implications for employment, stakeholder relationships, business models, and academic research, and its full consequences are largely undiscovered and uncertain. The introduction of more advanced and potent generative AI tools in the AI market, following the launch of ChatGPT, has ramped up the “AI arms race”, creating continuing uncertainty for workers, expanding their business applications, while heightening risks related to well‐being, bias, misinformation, context insensitivity, privacy issues, ethical dilemmas, and security. Given these developments, this perspectives editorial offers a collection of perspectives and research pathways to extend HRM scholarship in the realm of generative AI. In doing so, the discussion synthesizes the literature on AI and generative AI, connecting it to various aspects of HRM processes, practices, relationships, and outcomes, thereby contributing to shaping the future of HRM research.",https://openalex.org/W4383913712,2026-08-22T21:15:23+00:00,20aaf1b1c428b6552d99d1557b933e1bad1ac62f5b704706b8592d2e550b986c,doi:10.1111/1748-8583.12524,,não,alta,,,pendente
OpenAlex,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)",large language model generative AI governance accountability compliance audit risk,13,1-25,Large Language Models in Healthcare and Medical Domain: A Review,Zabir Al Nazi; Wei Peng,2024,10.3390/informatics11030057,https://doi.org/10.3390/informatics11030057,"The deployment of large language models (LLMs) within the healthcare sector has sparked both enthusiasm and apprehension. These models exhibit the remarkable ability to provide proficient responses to free-text queries, demonstrating a nuanced understanding of professional medical knowledge. This comprehensive survey delves into the functionalities of existing LLMs designed for healthcare applications and elucidates the trajectory of their development, starting with traditional Pretrained Language Models (PLMs) and then moving to the present state of LLMs in the healthcare sector. First, we explore the potential of LLMs to amplify the efficiency and effectiveness of diverse healthcare applications, particularly focusing on clinical language understanding tasks. These tasks encompass a wide spectrum, ranging from named entity recognition and relation extraction to natural language inference, multimodal medical applications, document classification, and question-answering. Additionally, we conduct an extensive comparison of the most recent state-of-the-art LLMs in the healthcare domain, while also assessing the utilization of various open-source LLMs and highlighting their significance in healthcare applications. Furthermore, we present the essential performance metrics employed to evaluate LLMs in the biomedical domain, shedding light on their effectiveness and limitations. Finally, we summarize the prominent challenges and constraints faced by large language models in the healthcare sector by offering a holistic perspective on their potential benefits and shortcomings. This review provides a comprehensive exploration of the current landscape of LLMs in healthcare, addressing their role in transforming medical applications and the areas that warrant further research and development.",https://openalex.org/W4401386758,2026-08-22T21:15:23+00:00,20aaf1b1c428b6552d99d1557b933e1bad1ac62f5b704706b8592d2e550b986c,doi:10.3390/informatics11030057,,não,regular,,,pendente
OpenAlex,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)",large language model generative AI governance accountability compliance audit risk,14,1-25,Ethical Challenges and Solutions of Generative AI: An Interdisciplinary Perspective,Mousa Al-kfairy; Dheya Mustafa; Nir Kshetri; Mazen Insiew; Omar Alfandi,2024,10.3390/informatics11030058,https://doi.org/10.3390/informatics11030058,"This paper conducts a systematic review and interdisciplinary analysis of the ethical challenges of generative AI technologies (N = 37), highlighting significant concerns such as privacy, data protection, copyright infringement, misinformation, biases, and societal inequalities. The ability of generative AI to produce convincing deepfakes and synthetic media, which threaten the foundations of truth, trust, and democratic values, exacerbates these problems. The paper combines perspectives from various disciplines, including education, media, and healthcare, underscoring the need for AI systems that promote equity and do not perpetuate social inequalities. It advocates for a proactive approach to the ethical development of AI, emphasizing the necessity of establishing policies, guidelines, and frameworks that prioritize human rights, fairness, and transparency. The paper calls for a multidisciplinary dialogue among policymakers, technologists, and researchers to ensure responsible AI development that conforms to societal values and ethical standards. It stresses the urgency of addressing these ethical concerns and advocates for the development of generative AI in a socially beneficial and ethically sound manner, contributing significantly to the discourse on managing AI’s ethical implications in the modern digital era. The study highlights the theoretical and practical implications of these challenges and suggests a number of future research directions.",https://openalex.org/W4401509761,2026-08-22T21:15:23+00:00,20aaf1b1c428b6552d99d1557b933e1bad1ac62f5b704706b8592d2e550b986c,doi:10.3390/informatics11030058,,não,regular,,,pendente
OpenAlex,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)",large language model generative AI governance accountability compliance audit risk,15,1-25,BloombergGPT: A Large Language Model for Finance,Shijie Wu; Ozan İrsoy; Steven Lu; Vadim Dabravolski; Mark Dredze; Sebastian Gehrmann; Prabhanjan Kambadur; David Rosenberg; Gideon Mann,2023,10.48550/arxiv.2303.17564,http://arxiv.org/pdf/2303.17564,"The use of NLP in the realm of financial technology is broad and complex, with applications ranging from sentiment analysis and named entity recognition to question answering. Large Language Models (LLMs) have been shown to be effective on a variety of tasks; however, no LLM specialized for the financial domain has been reported in literature. In this work, we present BloombergGPT, a 50 billion parameter language model that is trained on a wide range of financial data. We construct a 363 billion token dataset based on Bloomberg's extensive data sources, perhaps the largest domain-specific dataset yet, augmented with 345 billion tokens from general purpose datasets. We validate BloombergGPT on standard LLM benchmarks, open financial benchmarks, and a suite of internal benchmarks that most accurately reflect our intended usage. Our mixed dataset training leads to a model that outperforms existing models on financial tasks by significant margins without sacrificing performance on general LLM benchmarks. Additionally, we explain our modeling choices, training process, and evaluation methodology. We release Training Chronicles (Appendix C) detailing our experience in training BloombergGPT.",https://openalex.org/W4361866125,2026-08-22T21:15:23+00:00,20aaf1b1c428b6552d99d1557b933e1bad1ac62f5b704706b8592d2e550b986c,doi:10.48550/arxiv.2303.17564,,não,regular,,,pendente
OpenAlex,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)",large language model generative AI governance accountability compliance audit risk,16,1-25,Large Language Models Encode Clinical Knowledge,"Karan Singhal; Shekoofeh Azizi; Tao Tu; S. Sara Mahdavi; Wei, Jason; Hyung Won Chung; Nathan Scales; Ajay Kumar Tanwani; Heather Cole-Lewis; Stephen Pfohl; Perry W. Payne; Martin Seneviratne; Paul Gamble; Christopher B. Kelly; Nathaneal Scharli; Aakanksha Chowdhery; P. Mansfield; Blaise Agüera y Arcas; Dale A. Webster; Greg S. Corrado; Yossi Matias; Katherine Chou; Juraj Gottweis; Nenad Tomašev; Yun Liu; Alvin Rajkomar; Joëlle Barral; Christopher Semturs; Alan Karthikesalingam; Vivek Natarajan",2022,10.48550/arxiv.2212.13138,http://arxiv.org/abs/2212.13138,"Large language models (LLMs) have demonstrated impressive capabilities in natural language understanding and generation, but the quality bar for medical and clinical applications is high. Today, attempts to assess models' clinical knowledge typically rely on automated evaluations on limited benchmarks. There is no standard to evaluate model predictions and reasoning across a breadth of tasks. To address this, we present MultiMedQA, a benchmark combining six existing open question answering datasets spanning professional medical exams, research, and consumer queries; and HealthSearchQA, a new free-response dataset of medical questions searched online. We propose a framework for human evaluation of model answers along multiple axes including factuality, precision, possible harm, and bias. In addition, we evaluate PaLM (a 540-billion parameter LLM) and its instruction-tuned variant, Flan-PaLM, on MultiMedQA. Using a combination of prompting strategies, Flan-PaLM achieves state-of-the-art accuracy on every MultiMedQA multiple-choice dataset (MedQA, MedMCQA, PubMedQA, MMLU clinical topics), including 67.6% accuracy on MedQA (US Medical License Exam questions), surpassing prior state-of-the-art by over 17%. However, human evaluation reveals key gaps in Flan-PaLM responses. To resolve this we introduce instruction prompt tuning, a parameter-efficient approach for aligning LLMs to new domains using a few exemplars. The resulting model, Med-PaLM, performs encouragingly, but remains inferior to clinicians. We show that comprehension, recall of knowledge, and medical reasoning improve with model scale and instruction prompt tuning, suggesting the potential utility of LLMs in medicine. Our human evaluations reveal important limitations of today's models, reinforcing the importance of both evaluation frameworks and method development in creating safe, helpful LLM models for clinical applications.",https://openalex.org/W4313197536,2026-08-22T21:15:23+00:00,20aaf1b1c428b6552d99d1557b933e1bad1ac62f5b704706b8592d2e550b986c,doi:10.48550/arxiv.2212.13138,,não,regular,,,pendente
OpenAlex,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)",large language model generative AI governance accountability compliance audit risk,17,1-25,Generative AI and the Automating of Academia,Richard Watermeyer; Lawrie Phipps; Donna Lanclos; Cathryn Knight,2023,10.1007/s42438-023-00440-6,https://doi.org/10.1007/s42438-023-00440-6,"Abstract The neoliberal transformation of higher education in the UK and an intertwined focus on the productive efficiency and prestige value of universities has led to an epidemic of overwork and precarity among academics. Many are found to be struggling with lofty performance expectations and an insistence that all dimensions of their work consistently achieve positional gains despite ferocious competition and the omnipresent threat of failure. Working under the current audit culture present across education, academics are thus found to overwork or commit to accelerated labour as pre-emptive compensation for the habitual inclemency of peer-review and vagaries of student evaluation, in accommodating the copiousness of ‘invisible’ tasks, and in eluding the myriad crevasses of their precarious labour. The proliferation of generative artificial intelligence (GAI) tools and more specifically, large language models (LLMs) like ChatGPT, offers potential relief for academics and a means to offset intensive demands and discover more of a work-based equilibrium. Through a recent survey of n = 284 UK academics and their use of GAI, we discover, however, that the digitalisation of higher education through GAI tools no more alleviates than extends the dysfunctions of neoliberal logic and deepens academia’s malaise. Notwithstanding, we argue that the proliferating use of GAI tools by academics may be harnessed as a source of positive disruption to the industrialisation of their labour and catalyst of (re)engagement with scholarly craftsmanship.",https://openalex.org/W4388409187,2026-08-22T21:15:23+00:00,20aaf1b1c428b6552d99d1557b933e1bad1ac62f5b704706b8592d2e550b986c,doi:10.1007/s42438-023-00440-6,,não,alta,,,pendente
OpenAlex,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)",large language model generative AI governance accountability compliance audit risk,18,1-25,The Role of AI in Hospitals and Clinics: Transforming Healthcare in the 21st Century,Shiva Maleki Varnosfaderani; Mohamad Forouzanfar,2024,10.3390/bioengineering11040337,https://doi.org/10.3390/bioengineering11040337,"As healthcare systems around the world face challenges such as escalating costs, limited access, and growing demand for personalized care, artificial intelligence (AI) is emerging as a key force for transformation. This review is motivated by the urgent need to harness AI's potential to mitigate these issues and aims to critically assess AI's integration in different healthcare domains. We explore how AI empowers clinical decision-making, optimizes hospital operation and management, refines medical image analysis, and revolutionizes patient care and monitoring through AI-powered wearables. Through several case studies, we review how AI has transformed specific healthcare domains and discuss the remaining challenges and possible solutions. Additionally, we will discuss methodologies for assessing AI healthcare solutions, ethical challenges of AI deployment, and the importance of data privacy and bias mitigation for responsible technology use. By presenting a critical assessment of AI's transformative potential, this review equips researchers with a deeper understanding of AI's current and future impact on healthcare. It encourages an interdisciplinary dialogue between researchers, clinicians, and technologists to navigate the complexities of AI implementation, fostering the development of AI-driven solutions that prioritize ethical standards, equity, and a patient-centered approach.",https://openalex.org/W4393353064,2026-08-22T21:15:23+00:00,20aaf1b1c428b6552d99d1557b933e1bad1ac62f5b704706b8592d2e550b986c,doi:10.3390/bioengineering11040337,,não,regular,,,pendente
OpenAlex,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)",large language model generative AI governance accountability compliance audit risk,19,1-25,Large language models and their impact in ophthalmology,Bjorn Kaijun Betzler; Haichao Chen; Ching‐Yu Cheng; Cecilia S. Lee; Guochen Ning; Su Jeong Song; Aaron Lee; Ryo Kawasaki; Peter van Wijngaarden; Andrzej Grzybowski; Mingguang He; Dawei Li; An Ran Ran; Daniel Shu Wei Ting; Kelvin Yi Chong Teo; Paisan Ruamviboonsuk; Sobha Sivaprasad; Varun Chaudhary; Ramin Tadayoni; Xiaofei Wang; Carol Y. Cheung; Yingfeng Zheng; Ya Xing Wang; Yih Chung Tham; Tien Yin Wong,2023,10.1016/s2589-7500(23)00201-7,https://doi.org/10.1016/s2589-7500(23)00201-7,"The advent of generative artificial intelligence and large language models has ushered in transformative applications within medicine. Specifically in ophthalmology, large language models offer unique opportunities to revolutionise digital eye care, address clinical workflow inefficiencies, and enhance patient experiences across diverse global eye care landscapes. Yet alongside these prospects lie tangible and ethical challenges, encompassing data privacy, security, and the intricacies of embedding large language models into clinical routines. This Viewpoint highlights the promising applications of large language models in ophthalmology, while weighing up the practical and ethical barriers towards their real-world implementation. This Viewpoint seeks to stimulate broader discourse on the potential of large language models in ophthalmology and to galvanise both clinicians and researchers into tackling the prevailing challenges and optimising the benefits of large language models while curtailing the associated risks.",https://openalex.org/W4388922836,2026-08-22T21:15:23+00:00,20aaf1b1c428b6552d99d1557b933e1bad1ac62f5b704706b8592d2e550b986c,doi:10.1016/s2589-7500(23)00201-7,,não,alta,,,pendente
OpenAlex,A_governanca_de_llms,"(""large language model"" OR LLM OR ""generative AI"") AND (governance OR accountability OR compliance OR audit OR risk)",large language model generative AI governance accountability compliance audit risk,20,1-25,AI and ethics: Investigating the first policy responses of higher education institutions to the challenge of generative AI,Attila Dabis; Csaba Csáki,2024,10.1057/s41599-024-03526-z,https://doi.org/10.1057/s41599-024-03526-z,"Abstract This article addresses the ethical challenges posed by generative artificial intelligence (AI) tools in higher education and explores the first responses of universities to these challenges globally. Drawing on five key international documents from the UN, EU, and OECD, the study used content analysis to identify key ethical dimensions related to the use of generative AI in academia, such as accountability, human oversight, transparency, or inclusiveness. Empirical evidence was compiled from 30 leading universities ranked among the top 500 in the Shanghai Ranking list from May to July 2023, covering those institutions that already had publicly available responses to these dimensions in the form of policy documents or guidelines. The paper identifies the central ethical imperative that student assignments must reflect individual knowledge acquired during their education, with human individuals retaining moral and legal responsibility for AI-related wrongdoings. This top-down requirement aligns with a bottom-up approach, allowing instructors flexibility in determining how they utilize generative AI especially large language models in their own courses. Regarding human oversight, the typical response identified by the study involves a blend of preventive measures (e.g., course assessment modifications) and soft, dialogue-based sanctioning procedures. The challenge of transparency induced the good practice of clear communication of AI use in course syllabi in the first university responses examined by this study.",https://openalex.org/W4401359717,2026-08-22T21:15:23+00:00,20aaf1b1c428b6552d99d1557b933e1bad1ac62f5b704706b8592d2e550b986c,doi:10.1057/s41599-024-03526-z,,sim,alta,,,não_aplicável
